N,p,n,M,v,mean_time,se_time,instancia,mean_chi,se_chi
1000,30,1000,149807,4,98.99935,0.11242,simples_n1000_p30%_v4.col,1000.0,0.0
1000,30,1000,149667,5,99.09582,0.16708,simples_n1000_p30%_v5.col,1000.0,0.0
1000,40,1000,199724,1,174.37372,0.19035,simples_n1000_p40%_v1.col,1000.0,0.0
1000,40,1000,199519,2,172.17515,0.22014,simples_n1000_p40%_v2.col,1000.0,0.0
1000,40,1000,199351,3,172.37628,0.16401,simples_n1000_p40%_v3.col,1000.0,0.0
1000,40,1000,199889,4,171.70534,0.17218,simples_n1000_p40%_v4.col,1000.0,0.0
1000,40,1000,199704,5,173.50104,0.31693,simples_n1000_p40%_v5.col,1000.0,0.0
1000,50,1000,249890,1,263.67932,0.487,simples_n1000_p50%_v1.col,1000.0,0.0
1000,50,1000,249852,2,257.20535,0.47496,simples_n1000_p50%_v2.col,1000.0,0.0
1000,50,1000,249634,3,257.30007,1.16923,simples_n1000_p50%_v3.col,1000.0,0.0
1000,50,1000,250057,4,262.40619,0.16228,simples_n1000_p50%_v4.col,1000.0,0.0
1000,50,1000,249847,5,260.85454,0.13973,simples_n1000_p50%_v5.col,1000.0,0.0
1000,60,1000,299535,1,368.55954,3.76722,simples_n1000_p60%_v1.col,1000.0,0.0
1000,60,1000,300172,2,362.88415,0.47131,simples_n1000_p60%_v2.col,1000.0,0.0
1000,60,1000,300038,3,364.8287,0.13774,simples_n1000_p60%_v3.col,1000.0,0.0
1000,60,1000,299442,4,358.49029,1.87834,simples_n1000_p60%_v4.col,1000.0,0.0
1000,60,1000,299127,5,358.98942,1.4521,simples_n1000_p60%_v5.col,1000.0,0.0
1000,70,1000,349750,1,504.22228,0.65265,simples_n1000_p70%_v1.col,1000.0,0.0
1000,70,1000,349819,2,502.30304,1.42285,simples_n1000_p70%_v2.col,1000.0,0.0
1000,70,1000,350170,3,499.86665,1.41687,simples_n1000_p70%_v3.col,1000.0,0.0
1000,70,1000,349548,4,500.92438,1.80458,simples_n1000_p70%_v4.col,1000.0,0.0
1000,70,1000,349995,5,506.34015,0.47443,simples_n1000_p70%_v5.col,1000.0,0.0
1000,80,1000,399441,1,646.29823,3.67689,simples_n1000_p80%_v1.col,1000.0,0.0
1000,80,1000,399599,2,639.8162,0.9208,simples_n1000_p80%_v2.col,1000.0,0.0
1000,80,1000,400003,3,641.02964,0.84888,simples_n1000_p80%_v3.col,1000.0,0.0
1000,80,1000,399849,4,645.37018,2.7898,simples_n1000_p80%_v4.col,1000.0,0.0
1000,80,1000,399695,5,667.57565,0.51588,simples_n1000_p80%_v5.col,1000.0,0.0
1000,90,1000,449228,1,798.54022,0.61735,simples_n1000_p90%_v1.col,1000.0,0.0
1000,90,1000,449678,2,802.53861,0.35793,simples_n1000_p90%_v2.col,1000.0,0.0
1000,90,1000,449857,3,802.70015,0.28505,simples_n1000_p90%_v3.col,1000.0,0.0
1000,90,1000,449445,4,802.36084,0.18592,simples_n1000_p90%_v4.col,1000.0,0.0
1000,90,1000,449707,5,801.10101,0.25164,simples_n1000_p90%_v5.col,1000.0,0.0
