instancia,a,b,c,v,N,M,melhor_chi,tempo_melhor,heuristica_vencedora
galaxy_a60_b10_c40_v1.col,60,10,40,1,1500,1440,70,0.001518693,MinGrau
galaxy_a60_b10_c40_v2.col,60,10,40,2,1423,1363,70,0.001404678,MinGrau
galaxy_a60_b10_c40_v3.col,60,10,40,3,1643,1583,70,0.00172583,MinGrau
galaxy_a60_b10_c40_v4.col,60,10,40,4,1528,1468,70,0.001557193,MinGrau
galaxy_a60_b10_c40_v5.col,60,10,40,5,1630,1570,71,0.001780968,MinGrau
galaxy_a60_b10_c50_v1.col,60,10,50,1,1860,1800,70,0.002140478,MinGrau
galaxy_a60_b10_c50_v2.col,60,10,50,2,1889,1829,71,0.002291436,MinGrau
galaxy_a60_b10_c50_v3.col,60,10,50,3,1822,1762,70,0.002144316,MinGrau
galaxy_a60_b10_c50_v4.col,60,10,50,4,1677,1617,71,0.001841866,MinGrau
galaxy_a60_b10_c50_v5.col,60,10,50,5,1893,1833,70,0.00224024,MinGrau
galaxy_a60_b10_c60_v1.col,60,10,60,1,2040,1980,72,0.002650223,MinGrau
galaxy_a60_b10_c60_v2.col,60,10,60,2,2223,2163,72,0.003131392,MinGrau
galaxy_a60_b10_c60_v3.col,60,10,60,3,2131,2071,70,0.002865354,MinGrau
galaxy_a60_b10_c60_v4.col,60,10,60,4,2304,2244,77,0.003394852,MinGrau
galaxy_a60_b10_c60_v5.col,60,10,60,5,2108,2048,72,0.002920301,MinGrau
galaxy_a60_b10_c70_v1.col,60,10,70,1,2378,2318,74,0.003459985,MinGrau
galaxy_a60_b10_c70_v2.col,60,10,70,2,2353,2293,74,0.003531211,MinGrau
galaxy_a60_b10_c70_v3.col,60,10,70,3,2523,2463,75,0.003892282,MinGrau
galaxy_a60_b10_c70_v4.col,60,10,70,4,2332,2272,72,0.003403804,MinGrau
galaxy_a60_b10_c70_v5.col,60,10,70,5,2296,2236,70,0.003342262,MinGrau
galaxy_a60_b10_c80_v1.col,60,10,80,1,2764,2704,82,0.00476805,MinGrau
galaxy_a60_b10_c80_v2.col,60,10,80,2,2788,2728,84,0.004671721,MinGrau
galaxy_a60_b10_c80_v3.col,60,10,80,3,2856,2796,85,0.005031164,MinGrau
galaxy_a60_b10_c80_v4.col,60,10,80,4,2659,2599,81,0.004316456,MinGrau
galaxy_a60_b10_c80_v5.col,60,10,80,5,2656,2596,80,0.004245771,MinGrau
galaxy_a60_b10_c90_v1.col,60,10,90,1,3460,3400,94,0.007181405,MinGrau
galaxy_a60_b10_c90_v2.col,60,10,90,2,3239,3179,91,0.006208233,MinGrau
galaxy_a60_b10_c90_v3.col,60,10,90,3,3383,3323,95,0.006904636,MinGrau
galaxy_a60_b10_c90_v4.col,60,10,90,4,2868,2808,88,0.005141271,MinGrau
galaxy_a60_b10_c90_v5.col,60,10,90,5,2928,2868,91,0.00544769,MinGrau
galaxy_a65_b10_c100_v1.col,65,10,100,1,3630,3565,101,0.007988329,MinGrau
galaxy_a65_b10_c100_v2.col,65,10,100,2,3413,3348,96,0.006910875,MinGrau
galaxy_a65_b10_c100_v3.col,65,10,100,3,3875,3810,101,0.008788994,MinGrau
galaxy_a65_b10_c100_v4.col,65,10,100,4,3532,3467,102,0.007312886,MinGrau
galaxy_a65_b10_c100_v5.col,65,10,100,5,3413,3348,101,0.006948522,MinGrau
galaxy_a65_b10_c20_v1.col,65,10,20,1,1068,1003,75,0.000877242,MinGrau
galaxy_a65_b10_c20_v2.col,65,10,20,2,1061,996,75,0.00087142,MinGrau
galaxy_a65_b10_c20_v3.col,65,10,20,3,1097,1032,75,0.000911902,MinGrau
galaxy_a65_b10_c20_v4.col,65,10,20,4,1024,959,75,0.000824581,MinGrau
galaxy_a65_b10_c20_v5.col,65,10,20,5,1035,970,75,0.000839621,MinGrau
galaxy_a65_b10_c30_v1.col,65,10,30,1,1405,1340,76,0.001389337,MinGrau
galaxy_a65_b10_c30_v2.col,65,10,30,2,1415,1350,75,0.001354652,MinGrau
galaxy_a65_b10_c30_v3.col,65,10,30,3,1376,1311,75,0.001349056,MinGrau
galaxy_a65_b10_c30_v4.col,65,10,30,4,1344,1279,75,0.00130821,MinGrau
galaxy_a65_b10_c30_v5.col,65,10,30,5,1345,1280,75,0.001326175,MinGrau
galaxy_a65_b10_c40_v1.col,65,10,40,1,1730,1665,76,0.008267496,MinGrau
galaxy_a65_b10_c40_v2.col,65,10,40,2,1588,1523,75,0.001657127,MinGrau
galaxy_a65_b10_c40_v3.col,65,10,40,3,1765,1700,75,0.001994052,MinGrau
galaxy_a65_b10_c40_v4.col,65,10,40,4,1694,1629,75,0.001914696,MinGrau
galaxy_a65_b10_c40_v5.col,65,10,40,5,1570,1505,75,0.001670763,MinGrau
galaxy_a65_b10_c50_v1.col,65,10,50,1,2057,1992,76,0.002677711,MinGrau
galaxy_a65_b10_c50_v2.col,65,10,50,2,2140,2075,75,0.002870257,MinGrau
galaxy_a65_b10_c50_v3.col,65,10,50,3,1976,1911,75,0.002411542,MinGrau
galaxy_a65_b10_c50_v4.col,65,10,50,4,2059,1994,75,0.009057981,MinGrau
galaxy_a65_b10_c50_v5.col,65,10,50,5,2026,1961,75,0.002530932,MinGrau
galaxy_a65_b10_c60_v1.col,65,10,60,1,2110,2045,75,0.002972101,MinGrau
galaxy_a65_b10_c60_v2.col,65,10,60,2,2388,2323,78,0.003548992,MinGrau
galaxy_a65_b10_c60_v3.col,65,10,60,3,2424,2359,76,0.003624432,MinGrau
galaxy_a65_b10_c60_v4.col,65,10,60,4,2296,2231,75,0.003279177,MinGrau
galaxy_a65_b10_c60_v5.col,65,10,60,5,2287,2222,76,0.003254114,MinGrau
galaxy_a65_b10_c70_v1.col,65,10,70,1,2765,2700,81,0.004564436,MinGrau
galaxy_a65_b10_c70_v2.col,65,10,70,2,2417,2352,75,0.003673221,MinGrau
galaxy_a65_b10_c70_v3.col,65,10,70,3,2809,2744,79,0.004987597,MinGrau
galaxy_a65_b10_c70_v4.col,65,10,70,4,2623,2558,77,0.004192266,MinGrau
galaxy_a65_b10_c70_v5.col,65,10,70,5,3024,2959,83,0.005477146,MinGrau
galaxy_a65_b10_c80_v1.col,65,10,80,1,2853,2788,83,0.005049033,MinGrau
galaxy_a65_b10_c80_v2.col,65,10,80,2,2836,2771,83,0.004932568,MinGrau
galaxy_a65_b10_c80_v3.col,65,10,80,3,2840,2775,82,0.004997395,MinGrau
galaxy_a65_b10_c80_v4.col,65,10,80,4,3132,3067,84,0.006135641,MinGrau
galaxy_a65_b10_c80_v5.col,65,10,80,5,2836,2771,80,0.00493747,MinGrau
galaxy_a65_b10_c90_v1.col,65,10,90,1,3668,3603,95,0.007915647,MinGrau
galaxy_a65_b10_c90_v2.col,65,10,90,2,3254,3189,91,0.006570968,MinGrau
galaxy_a65_b10_c90_v3.col,65,10,90,3,3505,3440,95,0.007491713,MinGrau
galaxy_a65_b10_c90_v4.col,65,10,90,4,3490,3425,95,0.007183806,MinGrau
galaxy_a65_b10_c90_v5.col,65,10,90,5,3256,3191,93,0.006314379,MinGrau
galaxy_a70_b10_c100_v1.col,70,10,100,1,3701,3631,103,0.008199211,MinGrau
galaxy_a70_b10_c100_v2.col,70,10,100,2,4044,3974,101,0.015702059,MinGrau
galaxy_a70_b10_c100_v3.col,70,10,100,3,3719,3649,101,0.007873816,MinGrau
galaxy_a70_b10_c100_v4.col,70,10,100,4,3854,3784,100,0.008467046,MinGrau
galaxy_a70_b10_c100_v5.col,70,10,100,5,4061,3991,101,0.009358854,MinGrau
galaxy_a70_b10_c20_v1.col,70,10,20,1,1125,1055,80,0.000950305,MinGrau
galaxy_a70_b10_c20_v2.col,70,10,20,2,1107,1037,80,0.000936855,MinGrau
galaxy_a70_b10_c20_v3.col,70,10,20,3,1108,1038,80,0.000945556,MinGrau
galaxy_a70_b10_c20_v4.col,70,10,20,4,1111,1041,80,0.00094133,MinGrau
galaxy_a70_b10_c20_v5.col,70,10,20,5,1144,1074,80,0.001006159,MinGrau
galaxy_a70_b10_c30_v1.col,70,10,30,1,1431,1361,80,0.001396573,MinGrau
galaxy_a70_b10_c30_v2.col,70,10,30,2,1447,1377,80,0.001421054,MinGrau
galaxy_a70_b10_c30_v3.col,70,10,30,3,1511,1441,80,0.001501944,MinGrau
galaxy_a70_b10_c30_v4.col,70,10,30,4,1430,1360,80,0.001414051,MinGrau
galaxy_a70_b10_c30_v5.col,70,10,30,5,1597,1527,80,0.001725371,MinGrau
galaxy_a70_b10_c40_v1.col,70,10,40,1,1724,1654,80,0.001996163,MinGrau
galaxy_a70_b10_c40_v2.col,70,10,40,2,1822,1752,80,0.002145196,MinGrau
galaxy_a70_b10_c40_v3.col,70,10,40,3,1972,1902,80,0.002384275,MinGrau
galaxy_a70_b10_c40_v4.col,70,10,40,4,1900,1830,81,0.002219186,MinGrau
galaxy_a70_b10_c40_v5.col,70,10,40,5,1790,1720,80,0.002088564,MinGrau
galaxy_a70_b10_c50_v1.col,70,10,50,1,2186,2116,81,0.00300103,MinGrau
galaxy_a70_b10_c50_v2.col,70,10,50,2,2118,2048,80,0.002911733,MinGrau
galaxy_a70_b10_c50_v3.col,70,10,50,3,1950,1880,80,0.002420335,MinGrau
galaxy_a70_b10_c50_v4.col,70,10,50,4,2236,2166,80,0.00320275,MinGrau
galaxy_a70_b10_c50_v5.col,70,10,50,5,2087,2017,81,0.002784202,MinGrau
galaxy_a70_b10_c60_v1.col,70,10,60,1,2450,2380,80,0.003667339,MinGrau
galaxy_a70_b10_c60_v2.col,70,10,60,2,2485,2415,80,0.003798653,MinGrau
galaxy_a70_b10_c60_v3.col,70,10,60,3,2495,2425,80,0.003841981,MinGrau
galaxy_a70_b10_c60_v4.col,70,10,60,4,2622,2552,82,0.004226461,MinGrau
galaxy_a70_b10_c60_v5.col,70,10,60,5,2679,2609,82,0.01103135,MinGrau
galaxy_a70_b10_c70_v1.col,70,10,70,1,2896,2826,81,0.004949988,MinGrau
galaxy_a70_b10_c70_v2.col,70,10,70,2,3109,3039,85,0.005894451,MinGrau
galaxy_a70_b10_c70_v3.col,70,10,70,3,2943,2873,81,0.005435603,MinGrau
galaxy_a70_b10_c70_v4.col,70,10,70,4,2772,2702,83,0.004555748,MinGrau
galaxy_a70_b10_c70_v5.col,70,10,70,5,3027,2957,84,0.005508748,MinGrau
galaxy_a70_b10_c80_v1.col,70,10,80,1,3060,2990,82,0.005685083,MinGrau
galaxy_a70_b10_c80_v2.col,70,10,80,2,3192,3122,84,0.006243902,MinGrau
galaxy_a70_b10_c80_v3.col,70,10,80,3,3374,3304,90,0.006925724,MinGrau
galaxy_a70_b10_c80_v4.col,70,10,80,4,3087,3017,84,0.005639397,MinGrau
galaxy_a70_b10_c80_v5.col,70,10,80,5,3196,3126,83,0.006289203,MinGrau
galaxy_a70_b10_c90_v1.col,70,10,90,1,3543,3473,91,0.007361873,MinGrau
galaxy_a70_b10_c90_v2.col,70,10,90,2,3465,3395,91,0.013149429,MinGrau
galaxy_a70_b10_c90_v3.col,70,10,90,3,3813,3743,93,0.008374957,MinGrau
galaxy_a70_b10_c90_v4.col,70,10,90,4,3472,3402,90,0.00690333,MinGrau
galaxy_a70_b10_c90_v5.col,70,10,90,5,3394,3324,89,0.00685792,MinGrau
galaxy_a75_b10_c100_v1.col,75,10,100,1,4245,4170,101,0.01048113,MinGrau
galaxy_a75_b10_c100_v2.col,75,10,100,2,4277,4202,104,0.010854286,MinGrau
galaxy_a75_b10_c100_v3.col,75,10,100,3,4619,4544,106,0.012667682,MinGrau
galaxy_a75_b10_c100_v4.col,75,10,100,4,4384,4309,103,0.010952266,MinGrau
galaxy_a75_b10_c100_v5.col,75,10,100,5,3799,3724,101,0.008170776,MinGrau
galaxy_a75_b10_c20_v1.col,75,10,20,1,1189,1114,85,0.001091718,MinGrau
galaxy_a75_b10_c20_v2.col,75,10,20,2,1193,1118,85,0.00106415,MinGrau
galaxy_a75_b10_c20_v3.col,75,10,20,3,1166,1091,85,0.001014975,MinGrau
galaxy_a75_b10_c20_v4.col,75,10,20,4,1182,1107,85,0.001065418,MinGrau
galaxy_a75_b10_c20_v5.col,75,10,20,5,1248,1173,85,0.001144442,MinGrau
galaxy_a75_b10_c30_v1.col,75,10,30,1,1513,1438,85,0.001529742,MinGrau
galaxy_a75_b10_c30_v2.col,75,10,30,2,1605,1530,85,0.001704626,MinGrau
galaxy_a75_b10_c30_v3.col,75,10,30,3,1624,1549,85,0.00171639,MinGrau
galaxy_a75_b10_c30_v4.col,75,10,30,4,1572,1497,85,0.001602504,MinGrau
galaxy_a75_b10_c30_v5.col,75,10,30,5,1450,1375,85,0.001439277,MinGrau
galaxy_a75_b10_c40_v1.col,75,10,40,1,1975,1900,86,0.002411362,MinGrau
galaxy_a75_b10_c40_v2.col,75,10,40,2,1946,1871,85,0.002376924,MinGrau
galaxy_a75_b10_c40_v3.col,75,10,40,3,2112,2037,86,0.00283073,MinGrau
galaxy_a75_b10_c40_v4.col,75,10,40,4,1921,1846,85,0.002438844,MinGrau
galaxy_a75_b10_c40_v5.col,75,10,40,5,1867,1792,85,0.002174186,MinGrau
galaxy_a75_b10_c50_v1.col,75,10,50,1,2373,2298,85,0.003504545,MinGrau
galaxy_a75_b10_c50_v2.col,75,10,50,2,2354,2279,85,0.003507725,MinGrau
galaxy_a75_b10_c50_v3.col,75,10,50,3,2310,2235,85,0.003318173,MinGrau
galaxy_a75_b10_c50_v4.col,75,10,50,4,2363,2288,85,0.003505528,MinGrau
galaxy_a75_b10_c50_v5.col,75,10,50,5,2198,2123,85,0.002995997,MinGrau
galaxy_a75_b10_c60_v1.col,75,10,60,1,2853,2778,87,0.004946816,MinGrau
galaxy_a75_b10_c60_v2.col,75,10,60,2,2777,2702,86,0.004590896,MinGrau
galaxy_a75_b10_c60_v3.col,75,10,60,3,2802,2727,88,0.004719431,MinGrau
galaxy_a75_b10_c60_v4.col,75,10,60,4,2724,2649,85,0.004458635,MinGrau
galaxy_a75_b10_c60_v5.col,75,10,60,5,2744,2669,88,0.004484235,MinGrau
galaxy_a75_b10_c70_v1.col,75,10,70,1,2975,2900,86,0.011599536,MinGrau
galaxy_a75_b10_c70_v2.col,75,10,70,2,2935,2860,85,0.005217418,MinGrau
galaxy_a75_b10_c70_v3.col,75,10,70,3,2939,2864,86,0.005397494,MinGrau
galaxy_a75_b10_c70_v4.col,75,10,70,4,3264,3189,89,0.006478656,MinGrau
galaxy_a75_b10_c70_v5.col,75,10,70,5,3012,2937,85,0.011898837,MinGrau
galaxy_a75_b10_c80_v1.col,75,10,80,1,3322,3247,87,0.006560689,MinGrau
galaxy_a75_b10_c80_v2.col,75,10,80,2,3626,3551,90,0.0077785,MinGrau
galaxy_a75_b10_c80_v3.col,75,10,80,3,3207,3132,85,0.006178403,MinGrau
galaxy_a75_b10_c80_v4.col,75,10,80,4,3392,3317,87,0.006739004,MinGrau
galaxy_a75_b10_c80_v5.col,75,10,80,5,3250,3175,86,0.006315239,MinGrau
galaxy_a75_b10_c90_v1.col,75,10,90,1,3649,3574,93,0.008099534,MinGrau
galaxy_a75_b10_c90_v2.col,75,10,90,2,3997,3922,94,0.009248113,MinGrau
galaxy_a75_b10_c90_v3.col,75,10,90,3,3764,3689,93,0.008274406,MinGrau
galaxy_a75_b10_c90_v4.col,75,10,90,4,3980,3905,94,0.009065704,MinGrau
galaxy_a75_b10_c90_v5.col,75,10,90,5,3663,3588,96,0.007770862,MinGrau
galaxy_a80_b10_c100_v1.col,80,10,100,1,4353,4273,101,0.011630911,MinGrau
galaxy_a80_b10_c100_v2.col,80,10,100,2,4195,4115,101,0.010799827,MinGrau
galaxy_a80_b10_c100_v3.col,80,10,100,3,4813,4733,107,0.013526804,MinGrau
galaxy_a80_b10_c100_v4.col,80,10,100,4,4467,4387,107,0.012028211,MinGrau
galaxy_a80_b10_c100_v5.col,80,10,100,5,4435,4355,101,0.011681505,MinGrau
galaxy_a80_b10_c20_v1.col,80,10,20,1,1292,1212,90,0.001203445,MinGrau
galaxy_a80_b10_c20_v2.col,80,10,20,2,1289,1209,90,0.001187244,MinGrau
galaxy_a80_b10_c20_v3.col,80,10,20,3,1271,1191,90,0.001183361,MinGrau
galaxy_a80_b10_c20_v4.col,80,10,20,4,1267,1187,90,0.001167753,MinGrau
galaxy_a80_b10_c20_v5.col,80,10,20,5,1301,1221,90,0.001220859,MinGrau
galaxy_a80_b10_c30_v1.col,80,10,30,1,1644,1564,90,0.001732143,MinGrau
galaxy_a80_b10_c30_v2.col,80,10,30,2,1613,1533,90,0.001761558,MinGrau
galaxy_a80_b10_c30_v3.col,80,10,30,3,1784,1704,91,0.002041652,MinGrau
galaxy_a80_b10_c30_v4.col,80,10,30,4,1721,1641,90,0.001977383,MinGrau
galaxy_a80_b10_c30_v5.col,80,10,30,5,1559,1479,90,0.001636697,MinGrau
galaxy_a80_b10_c40_v1.col,80,10,40,1,1982,1902,90,0.002501063,MinGrau
galaxy_a80_b10_c40_v2.col,80,10,40,2,2032,1952,90,0.00249959,MinGrau
galaxy_a80_b10_c40_v3.col,80,10,40,3,2174,2094,90,0.003131841,MinGrau
galaxy_a80_b10_c40_v4.col,80,10,40,4,1996,1916,90,0.002442718,MinGrau
galaxy_a80_b10_c40_v5.col,80,10,40,5,2127,2047,90,0.002860665,MinGrau
galaxy_a80_b10_c50_v1.col,80,10,50,1,2440,2360,90,0.003536957,MinGrau
galaxy_a80_b10_c50_v2.col,80,10,50,2,2445,2365,90,0.003568717,MinGrau
galaxy_a80_b10_c50_v3.col,80,10,50,3,2337,2257,90,0.003406343,MinGrau
galaxy_a80_b10_c50_v4.col,80,10,50,4,2431,2351,90,0.003658659,MinGrau
galaxy_a80_b10_c50_v5.col,80,10,50,5,2502,2422,90,0.003838543,MinGrau
galaxy_a80_b10_c60_v1.col,80,10,60,1,2804,2724,91,0.004697637,MinGrau
galaxy_a80_b10_c60_v2.col,80,10,60,2,2969,2889,92,0.005275407,MinGrau
galaxy_a80_b10_c60_v3.col,80,10,60,3,2898,2818,90,0.004970545,MinGrau
galaxy_a80_b10_c60_v4.col,80,10,60,4,2744,2664,90,0.00448055,MinGrau
galaxy_a80_b10_c60_v5.col,80,10,60,5,2754,2674,90,0.004597984,MinGrau
galaxy_a80_b10_c70_v1.col,80,10,70,1,3150,3070,92,0.005828347,MinGrau
galaxy_a80_b10_c70_v2.col,80,10,70,2,3222,3142,90,0.006045308,MinGrau
galaxy_a80_b10_c70_v3.col,80,10,70,3,3477,3397,91,0.007053393,MinGrau
galaxy_a80_b10_c70_v4.col,80,10,70,4,3070,2990,91,0.005744115,MinGrau
galaxy_a80_b10_c70_v5.col,80,10,70,5,2993,2913,90,0.005446114,MinGrau
galaxy_a80_b10_c80_v1.col,80,10,80,1,3477,3397,90,0.007108628,MinGrau
galaxy_a80_b10_c80_v2.col,80,10,80,2,3883,3803,95,0.008998649,MinGrau
galaxy_a80_b10_c80_v3.col,80,10,80,3,3614,3534,91,0.007540062,MinGrau
galaxy_a80_b10_c80_v4.col,80,10,80,4,3783,3703,93,0.008151509,MinGrau
galaxy_a80_b10_c80_v5.col,80,10,80,5,3664,3584,90,0.007734724,MinGrau
galaxy_a80_b10_c90_v1.col,80,10,90,1,3822,3742,93,0.008487586,MinGrau
galaxy_a80_b10_c90_v2.col,80,10,90,2,4144,4064,95,0.00991926,MinGrau
galaxy_a80_b10_c90_v3.col,80,10,90,3,3855,3775,92,0.008524404,MinGrau
galaxy_a80_b10_c90_v4.col,80,10,90,4,4135,4055,95,0.016472451,MinGrau
galaxy_a80_b10_c90_v5.col,80,10,90,5,4120,4040,94,0.009920477,MinGrau
galaxy_a85_b10_c100_v1.col,85,10,100,1,5319,5234,109,0.016098765,MinGrau
galaxy_a85_b10_c100_v2.col,85,10,100,2,4538,4453,104,0.011958703,MinGrau
galaxy_a85_b10_c100_v3.col,85,10,100,3,4667,4582,103,0.012528221,MinGrau
galaxy_a85_b10_c100_v4.col,85,10,100,4,4702,4617,104,0.013034744,MinGrau
galaxy_a85_b10_c100_v5.col,85,10,100,5,4660,4575,101,0.012497587,MinGrau
galaxy_a85_b10_c20_v1.col,85,10,20,1,1379,1294,95,0.00132091,MinGrau
galaxy_a85_b10_c20_v2.col,85,10,20,2,1357,1272,95,0.001295137,MinGrau
galaxy_a85_b10_c20_v3.col,85,10,20,3,1361,1276,95,0.001303747,MinGrau
galaxy_a85_b10_c20_v4.col,85,10,20,4,1337,1252,95,0.001306496,MinGrau
galaxy_a85_b10_c20_v5.col,85,10,20,5,1394,1309,95,0.00135819,MinGrau
galaxy_a85_b10_c30_v1.col,85,10,30,1,1764,1679,95,0.001977212,MinGrau
galaxy_a85_b10_c30_v2.col,85,10,30,2,1725,1640,95,0.001942119,MinGrau
galaxy_a85_b10_c30_v3.col,85,10,30,3,1875,1790,95,0.002281091,MinGrau
galaxy_a85_b10_c30_v4.col,85,10,30,4,1957,1872,96,0.002386512,MinGrau
galaxy_a85_b10_c30_v5.col,85,10,30,5,1839,1754,95,0.002131851,MinGrau
galaxy_a85_b10_c40_v1.col,85,10,40,1,2298,2213,95,0.003356834,MinGrau
galaxy_a85_b10_c40_v2.col,85,10,40,2,2170,2085,95,0.003062825,MinGrau
galaxy_a85_b10_c40_v3.col,85,10,40,3,2263,2178,95,0.003133506,MinGrau
galaxy_a85_b10_c40_v4.col,85,10,40,4,2141,2056,95,0.002874136,MinGrau
galaxy_a85_b10_c40_v5.col,85,10,40,5,2206,2121,95,0.003070894,MinGrau
galaxy_a85_b10_c50_v1.col,85,10,50,1,2827,2742,96,0.004774258,MinGrau
galaxy_a85_b10_c50_v2.col,85,10,50,2,2631,2546,95,0.00405454,MinGrau
galaxy_a85_b10_c50_v3.col,85,10,50,3,2606,2521,95,0.004143998,MinGrau
galaxy_a85_b10_c50_v4.col,85,10,50,4,2537,2452,95,0.003985947,MinGrau
galaxy_a85_b10_c50_v5.col,85,10,50,5,2640,2555,95,0.004160077,MinGrau
galaxy_a85_b10_c60_v1.col,85,10,60,1,3001,2916,95,0.005521378,MinGrau
galaxy_a85_b10_c60_v2.col,85,10,60,2,2822,2737,95,0.004888829,MinGrau
galaxy_a85_b10_c60_v3.col,85,10,60,3,3082,2997,95,0.005706615,MinGrau
galaxy_a85_b10_c60_v4.col,85,10,60,4,2732,2647,95,0.004468926,MinGrau
galaxy_a85_b10_c60_v5.col,85,10,60,5,3145,3060,96,0.005864192,MinGrau
galaxy_a85_b10_c70_v1.col,85,10,70,1,3352,3267,95,0.006438439,MinGrau
galaxy_a85_b10_c70_v2.col,85,10,70,2,3701,3616,96,0.008027812,MinGrau
galaxy_a85_b10_c70_v3.col,85,10,70,3,3462,3377,95,0.007107525,MinGrau
galaxy_a85_b10_c70_v4.col,85,10,70,4,3255,3170,95,0.00618286,MinGrau
galaxy_a85_b10_c70_v5.col,85,10,70,5,3369,3284,95,0.006638296,MinGrau
galaxy_a85_b10_c80_v1.col,85,10,80,1,3938,3853,97,0.008971774,MinGrau
galaxy_a85_b10_c80_v2.col,85,10,80,2,3701,3616,95,0.014175478,MinGrau
galaxy_a85_b10_c80_v3.col,85,10,80,3,3980,3895,95,0.00892705,MinGrau
galaxy_a85_b10_c80_v4.col,85,10,80,4,3527,3442,95,0.007026105,MinGrau
galaxy_a85_b10_c80_v5.col,85,10,80,5,3854,3769,97,0.008363827,MinGrau
galaxy_a85_b10_c90_v1.col,85,10,90,1,4342,4257,96,0.011253314,MinGrau
galaxy_a85_b10_c90_v2.col,85,10,90,2,4351,4266,96,0.011294664,MinGrau
galaxy_a85_b10_c90_v3.col,85,10,90,3,4332,4247,102,0.011429052,MinGrau
galaxy_a85_b10_c90_v4.col,85,10,90,4,4144,4059,96,0.009860071,MinGrau
galaxy_a85_b10_c90_v5.col,85,10,90,5,4502,4417,102,0.011650112,MinGrau
galaxy_a90_b10_c100_v1.col,90,10,100,1,5144,5054,108,0.015091023,MinGrau
galaxy_a90_b10_c100_v2.col,90,10,100,2,5124,5034,105,0.015271451,MinGrau
galaxy_a90_b10_c100_v3.col,90,10,100,3,4991,4901,108,0.014288564,MinGrau
galaxy_a90_b10_c100_v4.col,90,10,100,4,5440,5350,112,0.016417798,MinGrau
galaxy_a90_b10_c100_v5.col,90,10,100,5,4867,4777,103,0.013956428,MinGrau
galaxy_a90_b10_c20_v1.col,90,10,20,1,1466,1376,100,0.001512613,MinGrau
galaxy_a90_b10_c20_v2.col,90,10,20,2,1437,1347,100,0.001450351,MinGrau
galaxy_a90_b10_c20_v3.col,90,10,20,3,1406,1316,100,0.001412937,MinGrau
galaxy_a90_b10_c20_v4.col,90,10,20,4,1456,1366,100,0.001443518,MinGrau
galaxy_a90_b10_c20_v5.col,90,10,20,5,1404,1314,100,0.001417571,MinGrau
galaxy_a90_b10_c30_v1.col,90,10,30,1,1929,1839,100,0.00231445,MinGrau
galaxy_a90_b10_c30_v2.col,90,10,30,2,1819,1729,100,0.002114424,MinGrau
galaxy_a90_b10_c30_v3.col,90,10,30,3,1878,1788,100,0.00225543,MinGrau
galaxy_a90_b10_c30_v4.col,90,10,30,4,1855,1765,100,0.002181581,MinGrau
galaxy_a90_b10_c30_v5.col,90,10,30,5,1780,1690,100,0.002009771,MinGrau
galaxy_a90_b10_c40_v1.col,90,10,40,1,2516,2426,100,0.003760095,MinGrau
galaxy_a90_b10_c40_v2.col,90,10,40,2,2374,2284,100,0.00345903,MinGrau
galaxy_a90_b10_c40_v3.col,90,10,40,3,2356,2266,100,0.003520248,MinGrau
galaxy_a90_b10_c40_v4.col,90,10,40,4,2422,2332,100,0.003653886,MinGrau
galaxy_a90_b10_c40_v5.col,90,10,40,5,2460,2370,100,0.003693135,MinGrau
galaxy_a90_b10_c50_v1.col,90,10,50,1,2972,2882,100,0.005220508,MinGrau
galaxy_a90_b10_c50_v2.col,90,10,50,2,2839,2749,100,0.00473887,MinGrau
galaxy_a90_b10_c50_v3.col,90,10,50,3,2795,2705,100,0.004634272,MinGrau
galaxy_a90_b10_c50_v4.col,90,10,50,4,2718,2628,100,0.004369862,MinGrau
galaxy_a90_b10_c50_v5.col,90,10,50,5,2730,2640,100,0.004456327,MinGrau
galaxy_a90_b10_c60_v1.col,90,10,60,1,3107,3017,102,0.005692825,MinGrau
galaxy_a90_b10_c60_v2.col,90,10,60,2,3206,3116,100,0.006053365,MinGrau
galaxy_a90_b10_c60_v3.col,90,10,60,3,3170,3080,100,0.005959658,MinGrau
galaxy_a90_b10_c60_v4.col,90,10,60,4,3167,3077,100,0.005867526,MinGrau
galaxy_a90_b10_c60_v5.col,90,10,60,5,3204,3114,100,0.006251483,MinGrau
galaxy_a90_b10_c70_v1.col,90,10,70,1,3796,3706,100,0.008336351,MinGrau
galaxy_a90_b10_c70_v2.col,90,10,70,2,3563,3473,100,0.007350258,MinGrau
galaxy_a90_b10_c70_v3.col,90,10,70,3,3862,3772,100,0.008573148,MinGrau
galaxy_a90_b10_c70_v4.col,90,10,70,4,3744,3654,100,0.008024067,MinGrau
galaxy_a90_b10_c70_v5.col,90,10,70,5,3778,3688,100,0.008331249,MinGrau
galaxy_a90_b10_c80_v1.col,90,10,80,1,3939,3849,100,0.008816027,MinGrau
galaxy_a90_b10_c80_v2.col,90,10,80,2,4010,3920,100,0.009298779,MinGrau
galaxy_a90_b10_c80_v3.col,90,10,80,3,4075,3985,100,0.015697342,MinGrau
galaxy_a90_b10_c80_v4.col,90,10,80,4,4343,4253,103,0.011267176,MinGrau
galaxy_a90_b10_c80_v5.col,90,10,80,5,4114,4024,101,0.009833168,MinGrau
galaxy_a90_b10_c90_v1.col,90,10,90,1,4650,4560,101,0.012568252,MinGrau
galaxy_a90_b10_c90_v2.col,90,10,90,2,4555,4465,102,0.01208891,MinGrau
