instancia,a,b,c,v,N,M,chi_sat,tempo_sat,chi_min,tempo_min,chi_max,tempo_max
galaxy_a45_b10_c70_v4.col,45,10,70,4,1826,1781,1782,0.039156238,69,0.002242671,1782,0.034829888
galaxy_a45_b10_c70_v5.col,45,10,70,5,1821,1776,1777,0.038813266,73,0.002275102,1777,0.03445971
galaxy_a45_b10_c80_v1.col,45,10,80,1,2167,2122,2123,0.055780477,81,0.003109108,2123,0.049747678
galaxy_a45_b10_c80_v2.col,45,10,80,2,2298,2253,2254,0.063072506,82,0.003445531,2254,0.056645191
galaxy_a45_b10_c80_v3.col,45,10,80,3,2089,2044,2045,0.05255039,83,0.002952868,2045,0.052925735
galaxy_a45_b10_c80_v4.col,45,10,80,4,2035,1990,1991,0.048817379,81,0.002672601,1991,0.043602996
galaxy_a45_b10_c80_v5.col,45,10,80,5,2364,2319,2320,0.067091269,81,0.003674215,2320,0.06036576
galaxy_a45_b10_c90_v1.col,45,10,90,1,2249,2204,2205,0.059945482,89,0.003262837,2205,0.053151143
galaxy_a45_b10_c90_v2.col,45,10,90,2,2216,2171,2172,0.058364023,90,0.003173991,2172,0.052137034
galaxy_a45_b10_c90_v3.col,45,10,90,3,2472,2427,2428,0.073910373,91,0.003856394,2428,0.066414226
galaxy_a45_b10_c90_v4.col,45,10,90,4,2279,2234,2235,0.061795632,91,0.003327851,2235,0.055746889
galaxy_a45_b10_c90_v5.col,45,10,90,5,2600,2555,2556,0.08285352,94,0.004283742,2556,0.074996414
galaxy_a50_b10_c100_v1.col,50,10,100,1,2731,2681,2682,0.092097229,101,0.004674162,2682,0.083305714
galaxy_a50_b10_c100_v2.col,50,10,100,2,2773,2723,2724,0.096579486,102,0.004784762,2724,0.086538597
galaxy_a50_b10_c100_v3.col,50,10,100,3,3163,3113,3114,0.124490421,102,0.00614884,3114,0.113779943
galaxy_a50_b10_c100_v4.col,50,10,100,4,2923,2873,2874,0.106198728,99,0.00554138,2874,0.096842848
galaxy_a50_b10_c100_v5.col,50,10,100,5,3016,2966,2967,0.113854601,101,0.012142066,2967,0.103594142
galaxy_a50_b10_c20_v1.col,50,10,20,1,807,757,758,0.007433387,60,0.000553764,758,0.006270019
galaxy_a50_b10_c20_v2.col,50,10,20,2,816,766,767,0.007545067,60,0.000567963,767,0.006418547
galaxy_a50_b10_c20_v3.col,50,10,20,3,775,725,726,0.006820349,60,0.000529494,726,0.005751295
galaxy_a50_b10_c20_v4.col,50,10,20,4,822,772,773,0.007648982,60,0.000598062,773,0.00651651
galaxy_a50_b10_c20_v5.col,50,10,20,5,806,756,757,0.007372326,60,0.000554921,757,0.006187914
galaxy_a50_b10_c30_v1.col,50,10,30,1,1116,1066,1067,0.01432889,60,0.000964142,1067,0.012428547
galaxy_a50_b10_c30_v2.col,50,10,30,2,1005,955,956,0.011542366,60,0.000776611,956,0.009963495
galaxy_a50_b10_c30_v3.col,50,10,30,3,1080,1030,1031,0.013580442,60,0.000893785,1031,0.011591343
galaxy_a50_b10_c30_v4.col,50,10,30,4,1122,1072,1073,0.014792857,60,0.0009782,1073,0.012546172
galaxy_a50_b10_c30_v5.col,50,10,30,5,1007,957,958,0.011593437,60,0.000792909,958,0.009997122
galaxy_a50_b10_c40_v1.col,50,10,40,1,1380,1330,1331,0.022166676,60,0.001316963,1331,0.019279664
galaxy_a50_b10_c40_v2.col,50,10,40,2,1264,1214,1215,0.018507332,61,0.001181935,1215,0.016055143
galaxy_a50_b10_c40_v3.col,50,10,40,3,1256,1206,1207,0.018263933,61,0.001254909,1207,0.016059899
galaxy_a50_b10_c40_v4.col,50,10,40,4,1222,1172,1173,0.017233138,60,0.001084354,1173,0.01502266
galaxy_a50_b10_c40_v5.col,50,10,40,5,1325,1275,1276,0.020436597,60,0.001265289,1276,0.017776773
galaxy_a50_b10_c50_v1.col,50,10,50,1,1551,1501,1502,0.02792301,61,0.001599114,1502,0.024738889
galaxy_a50_b10_c50_v2.col,50,10,50,2,1604,1554,1555,0.030006527,64,0.001668289,1555,0.026100445
galaxy_a50_b10_c50_v3.col,50,10,50,3,1465,1415,1416,0.024934907,60,0.00153968,1416,0.021949332
galaxy_a50_b10_c50_v4.col,50,10,50,4,1584,1534,1535,0.029201401,60,0.001660673,1535,0.025815441
galaxy_a50_b10_c50_v5.col,50,10,50,5,1487,1437,1438,0.025663874,60,0.001516181,1438,0.022598634
galaxy_a50_b10_c60_v1.col,50,10,60,1,1723,1673,1674,0.034676914,61,0.001932904,1674,0.030653707
galaxy_a50_b10_c60_v2.col,50,10,60,2,1678,1628,1629,0.032873623,61,0.001834521,1629,0.028978148
galaxy_a50_b10_c60_v3.col,50,10,60,3,1704,1654,1655,0.033982195,62,0.001916757,1655,0.029926017
galaxy_a50_b10_c60_v4.col,50,10,60,4,1865,1815,1816,0.041076003,65,0.002264596,1816,0.036174356
galaxy_a50_b10_c60_v5.col,50,10,60,5,1654,1604,1605,0.032120551,60,0.001853407,1605,0.028216827
galaxy_a50_b10_c70_v1.col,50,10,70,1,2249,2199,2200,0.060393056,75,0.00324952,2200,0.053945046
galaxy_a50_b10_c70_v2.col,50,10,70,2,1898,1848,1849,0.042257969,72,0.002339664,1849,0.037615335
galaxy_a50_b10_c70_v3.col,50,10,70,3,2197,2147,2148,0.057832295,72,0.003069735,2148,0.051394151
galaxy_a50_b10_c70_v4.col,50,10,70,4,2096,2046,2047,0.052022901,73,0.00291711,2047,0.046338613
galaxy_a50_b10_c70_v5.col,50,10,70,5,1948,1898,1899,0.04459131,69,0.002432064,1899,0.039642884
galaxy_a50_b10_c80_v1.col,50,10,80,1,2476,2426,2427,0.074269672,81,0.003960446,2427,0.06762661
galaxy_a50_b10_c80_v2.col,50,10,80,2,2285,2235,2236,0.062225392,81,0.003364647,2236,0.055824498
galaxy_a50_b10_c80_v3.col,50,10,80,3,2263,2213,2214,0.060827469,81,0.003205501,2214,0.054172232
galaxy_a50_b10_c80_v4.col,50,10,80,4,2134,2084,2085,0.053780818,79,0.002931284,2085,0.048129796
galaxy_a50_b10_c80_v5.col,50,10,80,5,2318,2268,2269,0.064222622,82,0.003395826,2269,0.057604671
galaxy_a50_b10_c90_v1.col,50,10,90,1,2469,2419,2420,0.073613034,89,0.003873285,2420,0.06612569
galaxy_a50_b10_c90_v2.col,50,10,90,2,2475,2425,2426,0.073800933,88,0.003887867,2426,0.066658816
galaxy_a50_b10_c90_v3.col,50,10,90,3,2566,2516,2517,0.080223624,92,0.004194464,2517,0.072345786
galaxy_a50_b10_c90_v4.col,50,10,90,4,2559,2509,2510,0.079648569,93,0.00411594,2510,0.071693666
galaxy_a50_b10_c90_v5.col,50,10,90,5,2452,2402,2403,0.07245771,91,0.003751865,2403,0.065233951
galaxy_a55_b10_c100_v1.col,55,10,100,1,2941,2886,2887,0.107530566,101,0.005405045,2887,0.097795821
galaxy_a55_b10_c100_v2.col,55,10,100,2,3117,3062,3063,0.121018905,101,0.006040885,3063,0.110732448
galaxy_a55_b10_c100_v3.col,55,10,100,3,2565,2510,2511,0.080322044,101,0.010376145,2511,0.072050432
galaxy_a55_b10_c100_v4.col,55,10,100,4,2939,2884,2885,0.106983736,101,0.005451195,2885,0.097798876
galaxy_a55_b10_c100_v5.col,55,10,100,5,3257,3202,3203,0.132039117,103,0.006547754,3203,0.121046616
galaxy_a55_b10_c20_v1.col,55,10,20,1,889,834,835,0.008896378,65,0.000641402,835,0.007580266
galaxy_a55_b10_c20_v2.col,55,10,20,2,927,872,873,0.009754413,66,0.000688498,873,0.008268856
galaxy_a55_b10_c20_v3.col,55,10,20,3,895,840,841,0.009063088,65,0.000669938,841,0.007676812
galaxy_a55_b10_c20_v4.col,55,10,20,4,885,830,831,0.00882795,65,0.000671569,831,0.007496069
galaxy_a55_b10_c20_v5.col,55,10,20,5,909,854,855,0.009390563,65,0.00071332,855,0.00794983
galaxy_a55_b10_c30_v1.col,55,10,30,1,1187,1132,1133,0.016207761,65,0.001045082,1133,0.014020166
galaxy_a55_b10_c30_v2.col,55,10,30,2,1143,1088,1089,0.015008451,65,0.001070658,1089,0.012991154
galaxy_a55_b10_c30_v3.col,55,10,30,3,1146,1091,1092,0.015052216,65,0.000990206,1092,0.013005882
galaxy_a55_b10_c30_v4.col,55,10,30,4,1163,1108,1109,0.015519211,65,0.000991706,1109,0.013397803
galaxy_a55_b10_c30_v5.col,55,10,30,5,1102,1047,1048,0.013929102,65,0.000926544,1048,0.012004015
galaxy_a55_b10_c40_v1.col,55,10,40,1,1455,1400,1401,0.024450101,66,0.001437722,1401,0.021198991
galaxy_a55_b10_c40_v2.col,55,10,40,2,1494,1439,1440,0.026243797,65,0.001538079,1440,0.022754185
galaxy_a55_b10_c40_v3.col,55,10,40,3,1404,1349,1350,0.022752999,65,0.001364869,1350,0.019902246
galaxy_a55_b10_c40_v4.col,55,10,40,4,1498,1443,1444,0.025992007,65,0.001518003,1444,0.022844242
galaxy_a55_b10_c40_v5.col,55,10,40,5,1446,1391,1392,0.02418181,66,0.001457138,1392,0.021142317
galaxy_a55_b10_c50_v1.col,55,10,50,1,1618,1563,1564,0.030395015,65,0.001735016,1564,0.026745502
galaxy_a55_b10_c50_v2.col,55,10,50,2,1976,1921,1922,0.045664539,70,0.008764314,1922,0.04044793
galaxy_a55_b10_c50_v3.col,55,10,50,3,1661,1606,1607,0.032109266,65,0.001829022,1607,0.028333364
galaxy_a55_b10_c50_v4.col,55,10,50,4,1733,1678,1679,0.035026399,65,0.001946908,1679,0.030893639
galaxy_a55_b10_c50_v5.col,55,10,50,5,1798,1743,1744,0.037605656,66,0.00208429,1744,0.03329615
galaxy_a55_b10_c60_v1.col,55,10,60,1,2028,1973,1974,0.04839276,69,0.002543779,1974,0.043964051
galaxy_a55_b10_c60_v2.col,55,10,60,2,1905,1850,1851,0.042578653,66,0.002310424,1851,0.03763979
galaxy_a55_b10_c60_v3.col,55,10,60,3,1938,1883,1884,0.043762786,65,0.002355869,1884,0.03916664
galaxy_a55_b10_c60_v4.col,55,10,60,4,2299,2244,2245,0.063009217,75,0.003374536,2245,0.055490128
galaxy_a55_b10_c60_v5.col,55,10,60,5,1836,1781,1782,0.039397801,65,0.00214641,1782,0.034514022
galaxy_a55_b10_c70_v1.col,55,10,70,1,1987,1932,1933,0.046086846,70,0.002461772,1933,0.040626253
galaxy_a55_b10_c70_v2.col,55,10,70,2,2107,2052,2053,0.052844083,71,0.002985343,2053,0.046785626
galaxy_a55_b10_c70_v3.col,55,10,70,3,2553,2498,2499,0.079078744,77,0.004190362,2499,0.071322323
galaxy_a55_b10_c70_v4.col,55,10,70,4,2152,2097,2098,0.05468829,69,0.002990572,2098,0.048910694
galaxy_a55_b10_c70_v5.col,55,10,70,5,2260,2205,2206,0.060745133,74,0.003235334,2206,0.054248236
galaxy_a55_b10_c80_v1.col,55,10,80,1,2705,2650,2651,0.090642836,83,0.004466271,2651,0.081705242
galaxy_a55_b10_c80_v2.col,55,10,80,2,2820,2765,2766,0.099145852,89,0.011687829,2766,0.089956548
galaxy_a55_b10_c80_v3.col,55,10,80,3,2714,2659,2660,0.091096141,82,0.004501142,2660,0.082299014
galaxy_a55_b10_c80_v4.col,55,10,80,4,2407,2352,2353,0.06958667,80,0.003623122,2353,0.062422415
galaxy_a55_b10_c80_v5.col,55,10,80,5,2663,2608,2609,0.087686597,83,0.004318137,2609,0.078391692
galaxy_a55_b10_c90_v1.col,55,10,90,1,2859,2804,2805,0.10177144,91,0.00517356,2805,0.09202142
galaxy_a55_b10_c90_v2.col,55,10,90,2,2907,2852,2853,0.112556743,91,0.005388608,2853,0.095798047
galaxy_a55_b10_c90_v3.col,55,10,90,3,3004,2949,2950,0.112953154,92,0.005698627,2950,0.10276033
galaxy_a55_b10_c90_v4.col,55,10,90,4,2937,2882,2883,0.108960099,89,0.005447733,2883,0.098105151
galaxy_a55_b10_c90_v5.col,55,10,90,5,2814,2759,2760,0.098722082,91,0.005186956,2760,0.089790499
galaxy_a60_b10_c100_v1.col,60,10,100,1,3200,3140,3141,0.127015015,100,0.006369632,3141,0.115776864
galaxy_a60_b10_c100_v2.col,60,10,100,2,3438,3378,3379,0.146688819,102,0.00711553,3379,0.141547559
galaxy_a60_b10_c100_v3.col,60,10,100,3,3252,3192,3193,0.132248914,99,0.006503967,3193,0.119886012
galaxy_a60_b10_c100_v4.col,60,10,100,4,3296,3236,3237,0.135946316,101,0.006567884,3237,0.124183777
galaxy_a60_b10_c100_v5.col,60,10,100,5,3338,3278,3279,0.138687249,101,0.006749041,3279,0.127172283
galaxy_a60_b10_c20_v1.col,60,10,20,1,933,873,874,0.009856138,70,0.000697561,874,0.008314089
galaxy_a60_b10_c20_v2.col,60,10,20,2,981,921,922,0.010945827,70,0.000732623,922,0.009287373
galaxy_a60_b10_c20_v3.col,60,10,20,3,932,872,873,0.009778321,70,0.000689216,873,0.008331452
galaxy_a60_b10_c20_v4.col,60,10,20,4,927,867,868,0.009727904,70,0.00070693,868,0.00820259
galaxy_a60_b10_c20_v5.col,60,10,20,5,950,890,891,0.010241174,70,0.000704806,891,0.008616835
galaxy_a60_b10_c30_v1.col,60,10,30,1,1318,1258,1259,0.019984649,70,0.001226862,1259,0.017357709
galaxy_a60_b10_c30_v2.col,60,10,30,2,1350,1290,1291,0.020942043,70,0.001265044,1291,0.018225924
galaxy_a60_b10_c30_v3.col,60,10,30,3,1229,1169,1170,0.017282313,70,0.001098535,1170,0.015197918
galaxy_a60_b10_c30_v4.col,60,10,30,4,1259,1199,1200,0.018635699,70,0.001144166,1200,0.01603211
galaxy_a60_b10_c30_v5.col,60,10,30,5,1360,1300,1301,0.021216332,70,0.00126836,1301,0.018426954
galaxy_a60_b10_c40_v1.col,60,10,40,1,1500,1440,1441,0.026039318,70,0.001518693,1441,0.022759692
galaxy_a60_b10_c40_v2.col,60,10,40,2,1423,1363,1364,0.023299196,70,0.001404678,1364,0.020374145
galaxy_a60_b10_c40_v3.col,60,10,40,3,1643,1583,1584,0.031381486,70,0.00172583,1584,0.027585913
galaxy_a60_b10_c40_v4.col,60,10,40,4,1528,1468,1469,0.026881494,70,0.001557193,1469,0.023359241
galaxy_a60_b10_c40_v5.col,60,10,40,5,1630,1570,1571,0.030725631,71,0.001780968,1571,0.026718722
galaxy_a60_b10_c50_v1.col,60,10,50,1,1860,1800,1801,0.040722628,70,0.002140478,1801,0.035071655
galaxy_a60_b10_c50_v2.col,60,10,50,2,1889,1829,1830,0.041697106,71,0.002291436,1830,0.036773997
galaxy_a60_b10_c50_v3.col,60,10,50,3,1822,1762,1763,0.03868122,70,0.002144316,1763,0.034375268
galaxy_a60_b10_c50_v4.col,60,10,50,4,1677,1617,1618,0.032495572,71,0.001841866,1618,0.028401828
galaxy_a60_b10_c50_v5.col,60,10,50,5,1893,1833,1834,0.041735255,70,0.00224024,1834,0.03697317
galaxy_a60_b10_c60_v1.col,60,10,60,1,2040,1980,1981,0.049661935,72,0.002650223,1981,0.043333833
galaxy_a60_b10_c60_v2.col,60,10,60,2,2223,2163,2164,0.05838832,72,0.003131392,2164,0.05192836
galaxy_a60_b10_c60_v3.col,60,10,60,3,2131,2071,2072,0.053616108,70,0.002865354,2072,0.047626698
galaxy_a60_b10_c60_v4.col,60,10,60,4,2304,2244,2245,0.063211473,77,0.003394852,2245,0.056511231
galaxy_a60_b10_c60_v5.col,60,10,60,5,2108,2048,2049,0.052352257,72,0.002920301,2049,0.046783828
galaxy_a60_b10_c70_v1.col,60,10,70,1,2378,2318,2319,0.067357815,74,0.003459985,2319,0.060458147
galaxy_a60_b10_c70_v2.col,60,10,70,2,2353,2293,2294,0.066119515,74,0.003531211,2294,0.059166795
galaxy_a60_b10_c70_v3.col,60,10,70,3,2523,2463,2464,0.076971509,75,0.003892282,2464,0.07565102
galaxy_a60_b10_c70_v4.col,60,10,70,4,2332,2272,2273,0.064773165,72,0.003403804,2273,0.05804944
galaxy_a60_b10_c70_v5.col,60,10,70,5,2296,2236,2237,0.062544072,70,0.003342262,2237,0.055971629
galaxy_a60_b10_c80_v1.col,60,10,80,1,2764,2704,2705,0.09497726,82,0.00476805,2705,0.08596423
galaxy_a60_b10_c80_v2.col,60,10,80,2,2788,2728,2729,0.096278735,84,0.004671721,2729,0.087358097
galaxy_a60_b10_c80_v3.col,60,10,80,3,2856,2796,2797,0.101405636,85,0.005031164,2797,0.091879432
galaxy_a60_b10_c80_v4.col,60,10,80,4,2659,2599,2600,0.0865881,81,0.004316456,2600,0.078230086
galaxy_a60_b10_c80_v5.col,60,10,80,5,2656,2596,2597,0.086886963,80,0.004245771,2597,0.077713353
galaxy_a60_b10_c90_v1.col,60,10,90,1,3460,3400,3401,0.148742115,94,0.007181405,3401,0.136867411
galaxy_a60_b10_c90_v2.col,60,10,90,2,3239,3179,3180,0.131978144,91,0.006208233,3180,0.119326852
galaxy_a60_b10_c90_v3.col,60,10,90,3,3383,3323,3324,0.142444571,95,0.006904636,3324,0.13050998
galaxy_a60_b10_c90_v4.col,60,10,90,4,2868,2808,2809,0.102628274,88,0.005141271,2809,0.09282808
galaxy_a60_b10_c90_v5.col,60,10,90,5,2928,2868,2869,0.106709555,91,0.00544769,2869,0.097227655
galaxy_a65_b10_c100_v1.col,65,10,100,1,3630,3565,3566,0.163766254,101,0.007988329,3566,0.150654393
galaxy_a65_b10_c100_v2.col,65,10,100,2,3413,3348,3349,0.144987453,96,0.006910875,3349,0.133308296
galaxy_a65_b10_c100_v3.col,65,10,100,3,3875,3810,3811,0.186912107,101,0.008788994,3811,0.172909099
galaxy_a65_b10_c100_v4.col,65,10,100,4,3532,3467,3468,0.156046943,102,0.007312886,3468,0.143661484
galaxy_a65_b10_c100_v5.col,65,10,100,5,3413,3348,3349,0.144520308,101,0.006948522,3349,0.133740032
galaxy_a65_b10_c20_v1.col,65,10,20,1,1068,1003,1004,0.012975151,75,0.000877242,1004,0.011196147
galaxy_a65_b10_c20_v2.col,65,10,20,2,1061,996,997,0.012761179,75,0.00087142,997,0.010886643
galaxy_a65_b10_c20_v3.col,65,10,20,3,1097,1032,1033,0.013676738,75,0.000911902,1033,0.011701149
galaxy_a65_b10_c20_v4.col,65,10,20,4,1024,959,960,0.011846289,75,0.000824581,960,0.010123112
galaxy_a65_b10_c20_v5.col,65,10,20,5,1035,970,971,0.012057173,75,0.000839621,971,0.010325177
galaxy_a65_b10_c30_v1.col,65,10,30,1,1405,1340,1341,0.022672423,76,0.001389337,1341,0.019704142
galaxy_a65_b10_c30_v2.col,65,10,30,2,1415,1350,1351,0.022977096,75,0.001354652,1351,0.020154224
galaxy_a65_b10_c30_v3.col,65,10,30,3,1376,1311,1312,0.021705247,75,0.001349056,1312,0.018913675
galaxy_a65_b10_c30_v4.col,65,10,30,4,1344,1279,1280,0.020709872,75,0.00130821,1280,0.018015859
galaxy_a65_b10_c30_v5.col,65,10,30,5,1345,1280,1281,0.020657697,75,0.001326175,1281,0.017982955
galaxy_a65_b10_c40_v1.col,65,10,40,1,1730,1665,1666,0.034741531,76,0.008267496,1666,0.03050994
galaxy_a65_b10_c40_v2.col,65,10,40,2,1588,1523,1524,0.029104209,75,0.001657127,1524,0.025181711
galaxy_a65_b10_c40_v3.col,65,10,40,3,1765,1700,1701,0.035996579,75,0.001994052,1701,0.031399887
galaxy_a65_b10_c40_v4.col,65,10,40,4,1694,1629,1630,0.033040043,75,0.001914696,1630,0.028927342
galaxy_a65_b10_c40_v5.col,65,10,40,5,1570,1505,1506,0.02848399,75,0.001670763,1506,0.024872497
galaxy_a65_b10_c50_v1.col,65,10,50,1,2057,1992,1993,0.049688427,76,0.002677711,1993,0.044105284
galaxy_a65_b10_c50_v2.col,65,10,50,2,2140,2075,2076,0.054054004,75,0.002870257,2076,0.04799663
galaxy_a65_b10_c50_v3.col,65,10,50,3,1976,1911,1912,0.045491074,75,0.002411542,1912,0.04013924
galaxy_a65_b10_c50_v4.col,65,10,50,4,2059,1994,1995,0.049691182,75,0.009057981,1995,0.044247426
galaxy_a65_b10_c50_v5.col,65,10,50,5,2026,1961,1962,0.048081944,75,0.002530932,1962,0.042565177
galaxy_a65_b10_c60_v1.col,65,10,60,1,2110,2045,2046,0.052439655,75,0.002972101,2046,0.046497981
galaxy_a65_b10_c60_v2.col,65,10,60,2,2388,2323,2324,0.068083768,78,0.003548992,2324,0.060787641
galaxy_a65_b10_c60_v3.col,65,10,60,3,2424,2359,2360,0.070050661,76,0.003624432,2360,0.062353595
galaxy_a65_b10_c60_v4.col,65,10,60,4,2296,2231,2232,0.062614109,75,0.003279177,2232,0.055807279
galaxy_a65_b10_c60_v5.col,65,10,60,5,2287,2222,2223,0.062246549,76,0.003254114,2223,0.055191054
galaxy_a65_b10_c70_v1.col,65,10,70,1,2765,2700,2701,0.094786917,81,0.004564436,2701,0.085368456
galaxy_a65_b10_c70_v2.col,65,10,70,2,2417,2352,2353,0.070010283,75,0.003673221,2353,0.062598288
galaxy_a65_b10_c70_v3.col,65,10,70,3,2809,2744,2745,0.09804242,79,0.004987597,2745,0.088506261
galaxy_a65_b10_c70_v4.col,65,10,70,4,2623,2558,2559,0.084072274,77,0.004192266,2559,0.075350976
galaxy_a65_b10_c70_v5.col,65,10,70,5,3024,2959,2960,0.113742435,83,0.005477146,2960,0.1025153
galaxy_a65_b10_c80_v1.col,65,10,80,1,2853,2788,2789,0.101192465,83,0.005049033,2789,0.091727428
galaxy_a65_b10_c80_v2.col,65,10,80,2,2836,2771,2772,0.100120326,83,0.004932568,2772,0.090275957
galaxy_a65_b10_c80_v3.col,65,10,80,3,2840,2775,2776,0.100709154,82,0.004997395,2776,0.090568956
galaxy_a65_b10_c80_v4.col,65,10,80,4,3132,3067,3068,0.122915784,84,0.006135641,3068,0.111415135
galaxy_a65_b10_c80_v5.col,65,10,80,5,2836,2771,2772,0.100116175,80,0.00493747,2772,0.090512331
galaxy_a65_b10_c90_v1.col,65,10,90,1,3668,3603,3604,0.167750161,95,0.007915647,3604,0.154072749
galaxy_a65_b10_c90_v2.col,65,10,90,2,3254,3189,3190,0.131537012,91,0.006570968,3190,0.121014626
galaxy_a65_b10_c90_v3.col,65,10,90,3,3505,3440,3441,0.152199669,95,0.007491713,3441,0.138894134
galaxy_a65_b10_c90_v4.col,65,10,90,4,3490,3425,3426,0.151683698,95,0.007183806,3426,0.140133404
galaxy_a65_b10_c90_v5.col,65,10,90,5,3256,3191,3192,0.132074084,93,0.006314379,3192,0.12059907
galaxy_a70_b10_c100_v1.col,70,10,100,1,3701,3631,3632,0.170919323,103,0.008199211,3632,0.157019125
galaxy_a70_b10_c100_v2.col,70,10,100,2,4044,3974,3975,0.203747517,101,0.015702059,3975,0.185325384
galaxy_a70_b10_c100_v3.col,70,10,100,3,3719,3649,3650,0.170549522,101,0.007873816,3650,0.156747867
galaxy_a70_b10_c100_v4.col,70,10,100,4,3854,3784,3785,0.184734714,100,0.008467046,3785,0.168695803
galaxy_a70_b10_c100_v5.col,70,10,100,5,4061,3991,3992,0.212330328,101,0.009358854,3992,0.189507268
galaxy_a70_b10_c20_v1.col,70,10,20,1,1125,1055,1056,0.014269261,80,0.000950305,1056,0.012293771
galaxy_a70_b10_c20_v2.col,70,10,20,2,1107,1037,1038,0.013975898,80,0.000936855,1038,0.011824391
galaxy_a70_b10_c20_v3.col,70,10,20,3,1108,1038,1039,0.013881265,80,0.000945556,1039,0.01186616
galaxy_a70_b10_c20_v4.col,70,10,20,4,1111,1041,1042,0.014088137,80,0.00094133,1042,0.011920065
galaxy_a70_b10_c20_v5.col,70,10,20,5,1144,1074,1075,0.014821707,80,0.001006159,1075,0.012737344
galaxy_a70_b10_c30_v1.col,70,10,30,1,1431,1361,1362,0.023770691,80,0.001396573,1362,0.020384517
galaxy_a70_b10_c30_v2.col,70,10,30,2,1447,1377,1378,0.024164603,80,0.001421054,1378,0.020813221
galaxy_a70_b10_c30_v3.col,70,10,30,3,1511,1441,1442,0.02630455,80,0.001501944,1442,0.022797184
galaxy_a70_b10_c30_v4.col,70,10,30,4,1430,1360,1361,0.023514974,80,0.001414051,1361,0.020346871
galaxy_a70_b10_c30_v5.col,70,10,30,5,1597,1527,1528,0.029510372,80,0.001725371,1528,0.025636993
galaxy_a70_b10_c40_v1.col,70,10,40,1,1724,1654,1655,0.034433409,80,0.001996163,1655,0.030087979
galaxy_a70_b10_c40_v2.col,70,10,40,2,1822,1752,1753,0.038543256,80,0.002145196,1753,0.033825456
galaxy_a70_b10_c40_v3.col,70,10,40,3,1972,1902,1903,0.045488082,80,0.002384275,1903,0.039947311
galaxy_a70_b10_c40_v4.col,70,10,40,4,1900,1830,1831,0.042123507,81,0.002219186,1831,0.036979516
galaxy_a70_b10_c40_v5.col,70,10,40,5,1790,1720,1721,0.03707416,80,0.002088564,1721,0.032606019
galaxy_a70_b10_c50_v1.col,70,10,50,1,2186,2116,2117,0.056335778,81,0.00300103,2117,0.049900845
galaxy_a70_b10_c50_v2.col,70,10,50,2,2118,2048,2049,0.053314524,80,0.002911733,2049,0.046715539
galaxy_a70_b10_c50_v3.col,70,10,50,3,1950,1880,1881,0.044135819,80,0.002420335,1881,0.039117512
galaxy_a70_b10_c50_v4.col,70,10,50,4,2236,2166,2167,0.058923845,80,0.00320275,2167,0.052789637
galaxy_a70_b10_c50_v5.col,70,10,50,5,2087,2017,2018,0.050967085,81,0.002784202,2018,0.045131831
galaxy_a70_b10_c60_v1.col,70,10,60,1,2450,2380,2381,0.071976149,80,0.003667339,2381,0.064661622
galaxy_a70_b10_c60_v2.col,70,10,60,2,2485,2415,2416,0.074404766,80,0.003798653,2416,0.066496254
galaxy_a70_b10_c60_v3.col,70,10,60,3,2495,2425,2426,0.075082913,80,0.003841981,2426,0.066759358
galaxy_a70_b10_c60_v4.col,70,10,60,4,2622,2552,2553,0.083893674,82,0.004226461,2553,0.075079313
galaxy_a70_b10_c60_v5.col,70,10,60,5,2679,2609,2610,0.088152019,82,0.01103135,2610,0.079096854
galaxy_a70_b10_c70_v1.col,70,10,70,1,2896,2826,2827,0.104367331,81,0.004949988,2827,0.094040447
galaxy_a70_b10_c70_v2.col,70,10,70,2,3109,3039,3040,0.120420356,85,0.005894451,3040,0.109601789
galaxy_a70_b10_c70_v3.col,70,10,70,3,2943,2873,2874,0.107293682,81,0.005435603,2874,0.097831694
galaxy_a70_b10_c70_v4.col,70,10,70,4,2772,2702,2703,0.094923621,83,0.004555748,2703,0.085554528
galaxy_a70_b10_c70_v5.col,70,10,70,5,3027,2957,2958,0.115201273,84,0.005508748,2958,0.101952973
galaxy_a70_b10_c80_v1.col,70,10,80,1,3060,2990,2991,0.116097224,82,0.005685083,2991,0.104474559
galaxy_a70_b10_c80_v2.col,70,10,80,2,3192,3122,3123,0.126508397,84,0.006243902,3123,0.115235091
galaxy_a70_b10_c80_v3.col,70,10,80,3,3374,3304,3305,0.14805503,90,0.006925724,3305,0.132516153
galaxy_a70_b10_c80_v4.col,70,10,80,4,3087,3017,3018,0.119349783,84,0.005639397,3018,0.107737981
galaxy_a70_b10_c80_v5.col,70,10,80,5,3196,3126,3127,0.127464086,83,0.006289203,3127,0.115851486
galaxy_a70_b10_c90_v1.col,70,10,90,1,3543,3473,3474,0.156627089,91,0.007361873,3474,0.143289189
galaxy_a70_b10_c90_v2.col,70,10,90,2,3465,3395,3396,0.148249925,91,0.013149429,3396,0.136920411
galaxy_a70_b10_c90_v3.col,70,10,90,3,3813,3743,3744,0.179818503,93,0.008374957,3744,0.165436524
galaxy_a70_b10_c90_v4.col,70,10,90,4,3472,3402,3403,0.150393562,90,0.00690333,3403,0.136823332
galaxy_a70_b10_c90_v5.col,70,10,90,5,3394,3324,3325,0.145059069,89,0.00685792,3325,0.130587514
