b,c,mean_time,se_time,N,M,v,mean_chi,a,instancia,se_chi
10,30,0.37458,0.0757,1143,1088,2,70.4,55,galaxy_a55_b10_c30_v2.col,0.2449
10,30,0.2901,0.0018,1146,1091,3,70.2,55,galaxy_a55_b10_c30_v3.col,0.4899
10,30,0.29381,0.0019,1163,1108,4,71.2,55,galaxy_a55_b10_c30_v4.col,0.8
10,30,0.28066,0.0013,1102,1047,5,70.2,55,galaxy_a55_b10_c30_v5.col,0.6633
10,40,0.4941,0.0721,1455,1400,1,76.0,55,galaxy_a55_b10_c40_v1.col,0.4472
10,40,0.43989,0.0034,1494,1439,2,78.2,55,galaxy_a55_b10_c40_v2.col,0.4899
10,40,0.40082,0.003,1404,1349,3,75.6,55,galaxy_a55_b10_c40_v3.col,0.9274
10,40,0.45627,0.0067,1498,1443,4,76.8,55,galaxy_a55_b10_c40_v4.col,0.5831
10,40,0.48393,0.0639,1446,1391,5,77.0,55,galaxy_a55_b10_c40_v5.col,0.7746
10,50,0.49851,0.0029,1618,1563,1,79.2,55,galaxy_a55_b10_c50_v1.col,0.8
10,50,0.76539,0.0756,1976,1921,2,87.0,55,galaxy_a55_b10_c50_v2.col,0.7071
10,50,0.52892,0.0049,1661,1606,3,80.2,55,galaxy_a55_b10_c50_v3.col,0.2
10,50,0.55226,0.0015,1733,1678,4,81.4,55,galaxy_a55_b10_c50_v4.col,1.2083
10,50,0.66821,0.0737,1798,1743,5,81.6,55,galaxy_a55_b10_c50_v5.col,1.2083
10,60,0.71464,0.0043,2028,1973,1,86.8,55,galaxy_a55_b10_c60_v1.col,0.7348
10,60,0.65293,0.0042,1905,1850,2,84.4,55,galaxy_a55_b10_c60_v2.col,1.2884
10,60,0.74394,0.0752,1938,1883,3,86.0,55,galaxy_a55_b10_c60_v3.col,0.6325
10,60,0.90386,0.0056,2299,2244,4,96.4,55,galaxy_a55_b10_c60_v4.col,0.7483
10,60,0.68896,0.0747,1836,1781,5,82.8,55,galaxy_a55_b10_c60_v5.col,0.5831
10,70,0.70039,0.0065,1987,1932,1,88.6,55,galaxy_a55_b10_c70_v1.col,1.2083
10,70,0.81053,0.0027,2107,2052,2,90.8,55,galaxy_a55_b10_c70_v2.col,1.6852
10,70,1.20038,0.0736,2553,2498,3,99.2,55,galaxy_a55_b10_c70_v3.col,0.9695
10,70,0.81908,0.002,2152,2097,4,91.2,55,galaxy_a55_b10_c70_v4.col,0.5831
10,70,0.95883,0.0771,2260,2205,5,95.0,55,galaxy_a55_b10_c70_v5.col,0.8367
10,80,1.21081,0.0034,2705,2650,1,104.6,55,galaxy_a55_b10_c80_v1.col,0.7483
10,80,1.41828,0.0779,2820,2765,2,107.6,55,galaxy_a55_b10_c80_v2.col,0.9274
10,80,1.28393,0.0797,2714,2659,3,105.6,55,galaxy_a55_b10_c80_v3.col,0.9274
10,80,0.9846,0.0028,2407,2352,4,98.2,55,galaxy_a55_b10_c80_v4.col,0.8602
10,80,1.23779,0.0758,2663,2608,5,99.2,55,galaxy_a55_b10_c80_v5.col,2.2672
10,90,1.43411,0.0705,2859,2804,1,109.8,55,galaxy_a55_b10_c90_v1.col,2.0591
10,90,1.45963,0.0742,2907,2852,2,110.0,55,galaxy_a55_b10_c90_v2.col,1.0
10,90,1.55513,0.071,3004,2949,3,112.0,55,galaxy_a55_b10_c90_v3.col,1.1402
10,90,1.50242,0.0726,2937,2882,4,110.8,55,galaxy_a55_b10_c90_v4.col,1.3191
10,90,1.39982,0.0719,2814,2759,5,107.8,55,galaxy_a55_b10_c90_v5.col,1.241
10,100,1.70686,0.0672,3200,3140,1,119.0,60,galaxy_a60_b10_c100_v1.col,0.8944
10,100,1.91942,0.0782,3438,3378,2,121.8,60,galaxy_a60_b10_c100_v2.col,0.5831
10,100,1.76243,0.0725,3252,3192,3,115.8,60,galaxy_a60_b10_c100_v3.col,1.241
10,100,1.77567,0.0707,3296,3236,4,117.8,60,galaxy_a60_b10_c100_v4.col,1.5297
10,100,1.81048,0.071,3338,3278,5,118.0,60,galaxy_a60_b10_c100_v5.col,1.1402
10,20,0.2239,0.0009,933,873,1,71.2,60,galaxy_a60_b10_c20_v1.col,0.2
10,20,0.24198,0.0012,981,921,2,71.6,60,galaxy_a60_b10_c20_v2.col,0.6
10,20,0.23234,0.0087,932,872,3,70.8,60,galaxy_a60_b10_c20_v3.col,0.4899
10,20,0.2861,0.0667,927,867,4,70.8,60,galaxy_a60_b10_c20_v4.col,0.3742
10,20,0.23161,0.0021,950,890,5,71.0,60,galaxy_a60_b10_c20_v5.col,0.6325
10,30,0.36465,0.0025,1318,1258,1,76.8,60,galaxy_a60_b10_c30_v1.col,0.3742
10,30,0.38345,0.002,1350,1290,2,75.8,60,galaxy_a60_b10_c30_v2.col,0.8602
10,30,0.41737,0.0612,1229,1169,3,75.8,60,galaxy_a60_b10_c30_v3.col,1.0198
10,30,0.33754,0.0015,1259,1199,4,76.0,60,galaxy_a60_b10_c30_v4.col,0.7071
10,30,0.3856,0.0013,1360,1300,5,77.0,60,galaxy_a60_b10_c30_v5.col,0.3162
10,40,0.45807,0.0074,1500,1440,1,79.0,60,galaxy_a60_b10_c40_v1.col,0.8367
10,40,0.47855,0.063,1423,1363,2,78.8,60,galaxy_a60_b10_c40_v2.col,0.7348
10,40,0.5041,0.0028,1643,1583,3,82.4,60,galaxy_a60_b10_c40_v3.col,0.6
10,40,0.45722,0.0025,1528,1468,4,79.6,60,galaxy_a60_b10_c40_v4.col,0.7483
10,40,0.58319,0.0735,1630,1570,5,82.4,60,galaxy_a60_b10_c40_v5.col,0.6782
10,50,0.60814,0.0037,1860,1800,1,86.0,60,galaxy_a60_b10_c50_v1.col,0.5477
10,50,0.6493,0.0039,1889,1829,2,84.6,60,galaxy_a60_b10_c50_v2.col,0.8718
10,50,0.68438,0.0614,1822,1762,3,84.4,60,galaxy_a60_b10_c50_v3.col,0.6782
10,50,0.53252,0.0022,1677,1617,4,80.8,60,galaxy_a60_b10_c50_v4.col,1.1576
10,50,0.72684,0.0769,1893,1833,5,85.8,60,galaxy_a60_b10_c50_v5.col,1.3191
10,60,0.73038,0.0076,2040,1980,1,88.8,60,galaxy_a60_b10_c60_v1.col,0.8
10,60,0.8505,0.0019,2223,2163,2,92.6,60,galaxy_a60_b10_c60_v2.col,0.5099
10,60,0.86779,0.0763,2131,2071,3,90.6,60,galaxy_a60_b10_c60_v3.col,1.4697
10,60,0.91473,0.0053,2304,2244,4,94.0,60,galaxy_a60_b10_c60_v4.col,0.4472
10,60,0.87544,0.0771,2108,2048,5,91.2,60,galaxy_a60_b10_c60_v5.col,0.6633
10,70,0.95817,0.0037,2378,2318,1,97.8,60,galaxy_a60_b10_c70_v1.col,0.5831
10,70,1.04887,0.0752,2353,2293,2,96.0,60,galaxy_a60_b10_c70_v2.col,1.1402
10,70,1.06366,0.0022,2523,2463,3,98.8,60,galaxy_a60_b10_c70_v3.col,1.1136
10,70,1.01938,0.0755,2332,2272,4,96.2,60,galaxy_a60_b10_c70_v4.col,0.7348
10,70,0.91779,0.0025,2296,2236,5,94.6,60,galaxy_a60_b10_c70_v5.col,1.0296
10,80,1.31755,0.0725,2764,2704,1,102.8,60,galaxy_a60_b10_c80_v1.col,1.0198
10,80,1.25603,0.0058,2788,2728,2,107.2,60,galaxy_a60_b10_c80_v2.col,0.8602
10,80,1.39427,0.0735,2856,2796,3,109.0,60,galaxy_a60_b10_c80_v3.col,1.6733
10,80,1.25444,0.0776,2659,2599,4,103.4,60,galaxy_a60_b10_c80_v4.col,0.8124
10,80,1.24993,0.0773,2656,2596,5,104.6,60,galaxy_a60_b10_c80_v5.col,0.7483
10,90,1.96412,0.0832,3460,3400,1,118.8,60,galaxy_a60_b10_c90_v1.col,1.241
10,90,1.72038,0.0718,3239,3179,2,115.0,60,galaxy_a60_b10_c90_v2.col,0.8367
10,90,1.84542,0.0748,3383,3323,3,119.2,60,galaxy_a60_b10_c90_v3.col,0.6633
10,90,1.44291,0.069,2868,2808,4,109.0,60,galaxy_a60_b10_c90_v4.col,1.0488
10,90,1.46845,0.0695,2928,2868,5,109.2,60,galaxy_a60_b10_c90_v5.col,0.5831
10,100,2.08364,0.0824,3630,3565,1,121.0,65,galaxy_a65_b10_c100_v1.col,1.4832
10,100,1.88155,0.0798,3413,3348,2,123.0,65,galaxy_a65_b10_c100_v2.col,0.7071
10,100,2.396,0.0931,3875,3810,3,127.2,65,galaxy_a65_b10_c100_v3.col,1.1136
10,100,1.97884,0.0794,3532,3467,4,122.4,65,galaxy_a65_b10_c100_v4.col,1.1662
10,100,1.8671,0.0732,3413,3348,5,120.2,65,galaxy_a65_b10_c100_v5.col,1.5937
10,20,0.27655,0.0011,1068,1003,1,76.4,65,galaxy_a65_b10_c20_v1.col,0.5099
10,20,0.34962,0.0652,1061,996,2,76.4,65,galaxy_a65_b10_c20_v2.col,1.0296
10,20,0.28357,0.0028,1097,1032,3,77.6,65,galaxy_a65_b10_c20_v3.col,0.4
10,20,0.25913,0.0012,1024,959,4,76.4,65,galaxy_a65_b10_c20_v4.col,0.4
10,20,0.2684,0.0012,1035,970,5,76.2,65,galaxy_a65_b10_c20_v5.col,0.5831
10,30,0.49499,0.0642,1405,1340,1,82.0,65,galaxy_a65_b10_c30_v1.col,0.7071
10,30,0.41486,0.0047,1415,1350,2,83.4,65,galaxy_a65_b10_c30_v2.col,0.6782
10,30,0.40471,0.0019,1376,1311,3,81.2,65,galaxy_a65_b10_c30_v3.col,0.4899
10,30,0.39091,0.0017,1344,1279,4,81.4,65,galaxy_a65_b10_c30_v4.col,0.7483
10,30,0.47488,0.0755,1345,1280,5,80.6,65,galaxy_a65_b10_c30_v5.col,0.5099
10,40,0.57076,0.0049,1730,1665,1,86.4,65,galaxy_a65_b10_c40_v1.col,0.6
10,40,0.49494,0.0013,1588,1523,2,84.2,65,galaxy_a65_b10_c40_v2.col,1.8547
10,40,0.64369,0.0739,1765,1700,3,88.6,65,galaxy_a65_b10_c40_v3.col,0.5099
10,40,0.54621,0.0036,1694,1629,4,86.8,65,galaxy_a65_b10_c40_v4.col,0.8
10,40,0.48891,0.0015,1570,1505,5,84.2,65,galaxy_a65_b10_c40_v5.col,1.0677
10,50,0.82556,0.0758,2057,1992,1,91.8,65,galaxy_a65_b10_c50_v1.col,0.6633
10,50,0.81635,0.0052,2140,2075,2,91.4,65,galaxy_a65_b10_c50_v2.col,1.4353
10,50,0.6942,0.0034,1976,1911,3,89.4,65,galaxy_a65_b10_c50_v3.col,0.9274
10,50,0.83139,0.077,2059,1994,4,92.2,65,galaxy_a65_b10_c50_v4.col,0.9165
10,50,0.7295,0.002,2026,1961,5,92.6,65,galaxy_a65_b10_c50_v5.col,1.0296
10,60,0.88797,0.0729,2110,2045,1,92.0,65,galaxy_a65_b10_c60_v1.col,0.8944
10,60,0.94746,0.002,2388,2323,2,96.4,65,galaxy_a65_b10_c60_v2.col,1.4697
10,60,1.07402,0.0735,2424,2359,3,98.6,65,galaxy_a65_b10_c60_v3.col,0.8718
10,60,0.90566,0.0024,2296,2231,4,94.6,65,galaxy_a65_b10_c60_v4.col,0.4
10,60,0.98808,0.0804,2287,2222,5,97.4,65,galaxy_a65_b10_c60_v5.col,0.5099
10,70,1.23528,0.0036,2765,2700,1,105.0,65,galaxy_a65_b10_c70_v1.col,1.0488
10,70,1.09995,0.0889,2417,2352,2,100.6,65,galaxy_a65_b10_c70_v2.col,0.8718
10,70,1.42373,0.0757,2809,2744,3,106.4,65,galaxy_a65_b10_c70_v3.col,1.3638
10,70,1.15523,0.0027,2623,2558,4,102.0,65,galaxy_a65_b10_c70_v4.col,1.7607
10,70,1.5422,0.0747,3024,2959,5,110.8,65,galaxy_a65_b10_c70_v5.col,1.241
10,80,1.43152,0.0772,2853,2788,1,107.4,65,galaxy_a65_b10_c80_v1.col,1.2884
10,80,1.40951,0.0748,2836,2771,2,106.6,65,galaxy_a65_b10_c80_v2.col,0.6
10,80,1.40382,0.0786,2840,2775,3,107.4,65,galaxy_a65_b10_c80_v3.col,0.9274
10,80,1.64496,0.0808,3132,3067,4,113.8,65,galaxy_a65_b10_c80_v4.col,0.9165
10,80,1.40377,0.0717,2836,2771,5,105.8,65,galaxy_a65_b10_c80_v5.col,1.2
10,90,2.08401,0.0799,3668,3603,1,121.2,65,galaxy_a65_b10_c90_v1.col,0.6633
10,90,1.73809,0.0739,3254,3189,2,114.6,65,galaxy_a65_b10_c90_v2.col,2.2494
10,90,1.96129,0.0778,3505,3440,3,121.2,65,galaxy_a65_b10_c90_v3.col,1.0198
10,90,1.94524,0.0765,3490,3425,4,122.2,65,galaxy_a65_b10_c90_v4.col,0.8
10,90,1.73868,0.076,3256,3191,5,114.6,65,galaxy_a65_b10_c90_v5.col,2.6382
10,100,2.21851,0.09,3701,3631,1,128.0,70,galaxy_a70_b10_c100_v1.col,0.8367
10,100,2.4588,0.0876,4044,3974,2,132.4,70,galaxy_a70_b10_c100_v2.col,1.2884
10,100,2.11742,0.07,3719,3649,3,126.6,70,galaxy_a70_b10_c100_v3.col,1.6613
10,100,2.32796,0.0712,3854,3784,4,126.4,70,galaxy_a70_b10_c100_v4.col,0.5099
10,100,2.57505,0.0873,4061,3991,5,132.0,70,galaxy_a70_b10_c100_v5.col,0.5477
10,20,0.30747,0.0012,1125,1055,1,81.8,70,galaxy_a70_b10_c20_v1.col,0.4899
10,20,0.30284,0.0007,1107,1037,2,81.2,70,galaxy_a70_b10_c20_v2.col,0.5831
10,20,0.30559,0.0013,1108,1038,3,80.8,70,galaxy_a70_b10_c20_v3.col,0.5831
10,20,0.38113,0.063,1111,1041,4,82.0,70,galaxy_a70_b10_c20_v4.col,0.3162
10,20,0.31438,0.0041,1144,1074,5,82.2,70,galaxy_a70_b10_c20_v5.col,0.3742
10,30,0.42686,0.0045,1431,1361,1,84.6,70,galaxy_a70_b10_c30_v1.col,0.4
10,30,0.43082,0.0013,1447,1377,2,85.0,70,galaxy_a70_b10_c30_v2.col,0.8367
10,30,0.54186,0.0633,1511,1441,3,86.4,70,galaxy_a70_b10_c30_v3.col,0.8718
10,30,0.43434,0.0022,1430,1360,4,86.8,70,galaxy_a70_b10_c30_v4.col,0.6633
10,30,0.51462,0.0031,1597,1527,5,88.2,70,galaxy_a70_b10_c30_v5.col,0.6633
10,40,0.65399,0.0752,1724,1654,1,87.8,70,galaxy_a70_b10_c40_v1.col,0.5831
10,40,0.62771,0.0038,1822,1752,2,89.8,70,galaxy_a70_b10_c40_v2.col,0.8
10,40,0.70499,0.0027,1972,1902,3,93.4,70,galaxy_a70_b10_c40_v3.col,0.6
10,40,0.73329,0.076,1900,1830,4,92.8,70,galaxy_a70_b10_c40_v4.col,0.6633
10,40,0.59942,0.0027,1790,1720,5,88.2,70,galaxy_a70_b10_c40_v5.col,0.5831
10,50,0.91967,0.0795,2186,2116,1,96.0,70,galaxy_a70_b10_c50_v1.col,1.3416
10,50,0.80626,0.0087,2118,2048,2,96.0,70,galaxy_a70_b10_c50_v2.col,1.2649
10,50,0.69013,0.0053,1950,1880,3,91.0,70,galaxy_a70_b10_c50_v3.col,0.9487
10,50,0.98052,0.0766,2236,2166,4,97.6,70,galaxy_a70_b10_c50_v4.col,0.7483
10,50,0.78085,0.0022,2087,2017,5,93.8,70,galaxy_a70_b10_c50_v5.col,0.8
10,60,1.09939,0.0742,2450,2380,1,97.2,70,galaxy_a70_b10_c60_v1.col,1.1576
10,60,1.03627,0.0033,2485,2415,2,100.2,70,galaxy_a70_b10_c60_v2.col,0.5831
10,60,1.12887,0.0766,2495,2425,3,99.2,70,galaxy_a70_b10_c60_v3.col,1.2
10,60,1.14611,0.0053,2622,2552,4,102.6,70,galaxy_a70_b10_c60_v4.col,0.8124
10,60,1.25812,0.0711,2679,2609,5,105.4,70,galaxy_a70_b10_c60_v5.col,0.8124
10,70,1.43119,0.0748,2896,2826,1,109.2,70,galaxy_a70_b10_c70_v1.col,1.5937
10,70,1.60001,0.0771,3109,3039,2,112.0,70,galaxy_a70_b10_c70_v2.col,0.7071
10,70,1.49938,0.0777,2943,2873,3,108.2,70,galaxy_a70_b10_c70_v3.col,1.0198
10,70,1.25533,0.0016,2772,2702,4,105.2,70,galaxy_a70_b10_c70_v4.col,1.4629
10,70,1.56165,0.0763,3027,2957,5,109.2,70,galaxy_a70_b10_c70_v5.col,1.0198
10,80,1.59944,0.0712,3060,2990,1,112.2,70,galaxy_a70_b10_c80_v1.col,1.3928
10,80,1.67919,0.0742,3192,3122,2,115.8,70,galaxy_a70_b10_c80_v2.col,1.5937
10,80,1.86114,0.0731,3374,3304,3,116.8,70,galaxy_a70_b10_c80_v3.col,0.7348
10,80,1.57508,0.0735,3087,3017,4,112.8,70,galaxy_a70_b10_c80_v4.col,0.8602
10,80,1.72207,0.0738,3196,3126,5,115.6,70,galaxy_a70_b10_c80_v5.col,0.8718
10,90,1.97694,0.073,3543,3473,1,121.4,70,galaxy_a70_b10_c90_v1.col,1.6
10,90,2.00344,0.0901,3465,3395,2,118.4,70,galaxy_a70_b10_c90_v2.col,1.2083
10,90,2.25187,0.0736,3813,3743,3,124.2,70,galaxy_a70_b10_c90_v3.col,1.4283
10,90,1.91934,0.0716,3472,3402,4,120.0,70,galaxy_a70_b10_c90_v4.col,0.7071
10,90,1.89862,0.0716,3394,3324,5,119.0,70,galaxy_a70_b10_c90_v5.col,2.1909
10,100,2.80179,0.0949,4245,4170,1,135.6,75,galaxy_a75_b10_c100_v1.col,1.5033
10,100,2.78353,0.0662,4277,4202,2,134.4,75,galaxy_a75_b10_c100_v2.col,0.5099
10,100,3.25003,0.0783,4619,4544,3,139.4,75,galaxy_a75_b10_c100_v3.col,1.3266
10,100,2.89123,0.079,4384,4309,4,134.4,75,galaxy_a75_b10_c100_v4.col,1.0296
10,100,2.31343,0.0897,3799,3724,5,129.4,75,galaxy_a75_b10_c100_v5.col,0.8124
10,20,0.33971,0.0016,1189,1114,1,86.6,75,galaxy_a75_b10_c20_v1.col,0.2449
10,20,0.34401,0.001,1193,1118,2,86.8,75,galaxy_a75_b10_c20_v2.col,0.5831
10,20,0.33747,0.0016,1166,1091,3,86.6,75,galaxy_a75_b10_c20_v3.col,0.2449
10,20,0.41784,0.0647,1182,1107,4,88.4,75,galaxy_a75_b10_c20_v4.col,0.6782
10,20,0.358,0.0023,1248,1173,5,87.8,75,galaxy_a75_b10_c20_v5.col,0.5831
10,30,0.4667,0.0018,1513,1438,1,89.8,75,galaxy_a75_b10_c30_v1.col,0.8602
10,30,0.51712,0.0024,1605,1530,2,90.2,75,galaxy_a75_b10_c30_v2.col,1.1576
10,30,0.58974,0.0752,1624,1549,3,92.4,75,galaxy_a75_b10_c30_v3.col,0.6
10,30,0.48977,0.0035,1572,1497,4,92.2,75,galaxy_a75_b10_c30_v4.col,0.5831
10,30,0.44385,0.002,1450,1375,5,88.2,75,galaxy_a75_b10_c30_v5.col,0.5831
10,40,0.77774,0.0792,1975,1900,1,96.2,75,galaxy_a75_b10_c40_v1.col,1.4629
10,40,0.68584,0.0018,1946,1871,2,95.8,75,galaxy_a75_b10_c40_v2.col,0.5831
10,40,0.88652,0.0769,2112,2037,3,98.6,75,galaxy_a75_b10_c40_v3.col,1.5362
10,40,0.6839,0.0054,1921,1846,4,95.2,75,galaxy_a75_b10_c40_v4.col,0.8602
10,40,0.6442,0.0019,1867,1792,5,94.4,75,galaxy_a75_b10_c40_v5.col,0.9798
10,50,1.06976,0.0741,2373,2298,1,101.4,75,galaxy_a75_b10_c50_v1.col,0.7483
10,50,0.98006,0.003,2354,2279,2,102.6,75,galaxy_a75_b10_c50_v2.col,0.9798
10,50,1.016,0.0775,2310,2235,3,101.2,75,galaxy_a75_b10_c50_v3.col,1.5937
10,50,0.97656,0.0037,2363,2288,4,99.8,75,galaxy_a75_b10_c50_v4.col,0.5831
10,50,0.94253,0.0736,2198,2123,5,98.6,75,galaxy_a75_b10_c50_v5.col,0.4
10,60,1.42842,0.0724,2853,2778,1,108.8,75,galaxy_a75_b10_c60_v1.col,1.3191
10,60,1.28093,0.0082,2777,2702,2,109.2,75,galaxy_a75_b10_c60_v2.col,0.7348
10,60,1.38031,0.0721,2802,2727,3,108.4,75,galaxy_a75_b10_c60_v3.col,1.1225
10,60,1.30347,0.072,2724,2649,4,108.6,75,galaxy_a75_b10_c60_v4.col,0.6
10,60,1.24515,0.0063,2744,2669,5,109.0,75,galaxy_a75_b10_c60_v5.col,1.2649
10,70,1.51768,0.0789,2975,2900,1,114.0,75,galaxy_a75_b10_c70_v1.col,0.3162
10,70,1.50025,0.0746,2935,2860,2,108.6,75,galaxy_a75_b10_c70_v2.col,1.0296
10,70,1.52813,0.0726,2939,2864,3,107.8,75,galaxy_a75_b10_c70_v3.col,1.0677
10,70,1.7742,0.0782,3264,3189,4,116.0,75,galaxy_a75_b10_c70_v4.col,0.5477
10,70,1.58025,0.0764,3012,2937,5,113.2,75,galaxy_a75_b10_c70_v5.col,0.6633
10,80,1.82569,0.075,3322,3247,1,120.8,75,galaxy_a75_b10_c80_v1.col,0.5831
10,80,2.08464,0.0746,3626,3551,2,121.8,75,galaxy_a75_b10_c80_v2.col,1.9849
10,80,1.66368,0.0797,3207,3132,3,114.2,75,galaxy_a75_b10_c80_v3.col,0.5831
10,80,1.9621,0.0956,3392,3317,4,120.8,75,galaxy_a75_b10_c80_v4.col,0.8602
10,80,1.76649,0.07,3250,3175,5,115.4,75,galaxy_a75_b10_c80_v5.col,0.9798
10,90,2.17513,0.0749,3649,3574,1,122.6,75,galaxy_a75_b10_c90_v1.col,1.3638
10,90,2.43705,0.082,3997,3922,2,127.8,75,galaxy_a75_b10_c90_v2.col,1.5937
10,90,2.24343,0.0765,3764,3689,3,127.8,75,galaxy_a75_b10_c90_v3.col,0.6633
10,90,2.49098,0.0938,3980,3905,4,127.0,75,galaxy_a75_b10_c90_v4.col,1.8166
10,90,2.11626,0.0746,3663,3588,5,121.6,75,galaxy_a75_b10_c90_v5.col,1.249
10,100,3.01909,0.0743,4353,4273,1,135.0,80,galaxy_a80_b10_c100_v1.col,0.9487
10,100,2.7986,0.073,4195,4115,2,133.6,80,galaxy_a80_b10_c100_v2.col,0.6782
10,100,3.50085,0.0866,4813,4733,3,141.2,80,galaxy_a80_b10_c100_v3.col,1.3928
10,100,3.16336,0.0822,4467,4387,4,140.4,80,galaxy_a80_b10_c100_v4.col,2.0396
10,100,3.12794,0.0913,4435,4355,5,137.6,80,galaxy_a80_b10_c100_v5.col,0.4
10,20,0.38248,0.0014,1292,1212,1,92.8,80,galaxy_a80_b10_c20_v1.col,0.5831
10,20,0.39275,0.0011,1289,1209,2,92.8,80,galaxy_a80_b10_c20_v2.col,0.2
10,20,0.3842,0.0009,1271,1191,3,92.0,80,galaxy_a80_b10_c20_v3.col,0.6325
10,20,0.45084,0.0651,1267,1187,4,92.2,80,galaxy_a80_b10_c20_v4.col,0.8602
10,20,0.39573,0.0014,1301,1221,5,92.8,80,galaxy_a80_b10_c20_v5.col,0.4899
10,30,0.54764,0.0032,1644,1564,1,96.2,80,galaxy_a80_b10_c30_v1.col,1.1136
10,30,0.61713,0.0606,1613,1533,2,96.6,80,galaxy_a80_b10_c30_v2.col,1.0296
10,30,0.61372,0.0039,1784,1704,3,97.6,80,galaxy_a80_b10_c30_v3.col,0.8718
10,30,0.59267,0.0032,1721,1641,4,96.8,80,galaxy_a80_b10_c30_v4.col,0.5831
10,30,0.58909,0.0651,1559,1479,5,95.4,80,galaxy_a80_b10_c30_v5.col,0.6
10,40,0.73122,0.0012,1982,1902,1,99.6,80,galaxy_a80_b10_c40_v1.col,0.4
10,40,0.74931,0.0026,2032,1952,2,100.6,80,galaxy_a80_b10_c40_v2.col,0.7483
10,40,0.96058,0.0785,2174,2094,3,102.0,80,galaxy_a80_b10_c40_v3.col,1.0
10,40,0.72759,0.0013,1996,1916,4,100.8,80,galaxy_a80_b10_c40_v4.col,0.9695
10,40,0.90302,0.0771,2127,2047,5,101.4,80,galaxy_a80_b10_c40_v5.col,0.9798
10,50,1.01999,0.0077,2440,2360,1,106.0,80,galaxy_a80_b10_c50_v1.col,0.5477
10,50,1.11949,0.0752,2445,2365,2,105.6,80,galaxy_a80_b10_c50_v2.col,0.9274
10,50,0.9721,0.0037,2337,2257,3,104.4,80,galaxy_a80_b10_c50_v3.col,1.249
10,50,1.12387,0.0796,2431,2351,4,103.8,80,galaxy_a80_b10_c50_v4.col,1.3928
10,50,1.10196,0.0049,2502,2422,5,106.0,80,galaxy_a80_b10_c50_v5.col,1.1402
10,60,1.38697,0.0732,2804,2724,1,110.6,80,galaxy_a80_b10_c60_v1.col,1.2083
10,60,1.5305,0.0746,2969,2889,2,113.6,80,galaxy_a80_b10_c60_v2.col,0.9798
10,60,1.43608,0.0728,2898,2818,3,109.2,80,galaxy_a80_b10_c60_v3.col,1.6852
10,60,1.24329,0.0084,2744,2664,4,108.2,80,galaxy_a80_b10_c60_v4.col,1.1136
10,60,1.35229,0.0771,2754,2674,5,110.8,80,galaxy_a80_b10_c60_v5.col,0.9695
10,70,1.63713,0.0729,3150,3070,1,114.0,80,galaxy_a80_b10_c70_v1.col,1.3784
10,70,1.72015,0.08,3222,3142,2,114.8,80,galaxy_a80_b10_c70_v2.col,2.0833
10,70,1.92047,0.0775,3477,3397,3,120.8,80,galaxy_a80_b10_c70_v3.col,1.2
10,70,1.63441,0.0758,3070,2990,4,116.2,80,galaxy_a80_b10_c70_v4.col,1.3928
10,70,1.56582,0.0719,2993,2913,5,111.8,80,galaxy_a80_b10_c70_v5.col,0.7348
10,80,1.94021,0.0768,3477,3397,1,121.6,80,galaxy_a80_b10_c80_v1.col,0.6782
10,80,2.33735,0.0684,3883,3803,2,127.4,80,galaxy_a80_b10_c80_v2.col,0.6782
10,80,2.15511,0.0939,3614,3534,3,122.2,80,galaxy_a80_b10_c80_v3.col,0.8
10,80,2.15653,0.0689,3783,3703,4,126.6,80,galaxy_a80_b10_c80_v4.col,1.7205
10,80,2.08396,0.0915,3664,3584,5,124.2,80,galaxy_a80_b10_c80_v5.col,1.2806
10,90,2.26794,0.0728,3822,3742,1,126.4,80,galaxy_a80_b10_c90_v1.col,1.1662
10,90,2.71772,0.09,4144,4064,2,132.2,80,galaxy_a80_b10_c90_v2.col,0.9695
10,90,2.28418,0.0732,3855,3775,3,127.8,80,galaxy_a80_b10_c90_v3.col,1.6553
10,90,2.65737,0.0826,4135,4055,4,131.4,80,galaxy_a80_b10_c90_v4.col,0.9274
10,90,2.63413,0.0789,4120,4040,5,131.4,80,galaxy_a80_b10_c90_v5.col,1.6912
10,100,4.13482,0.086,5319,5234,1,151.6,85,galaxy_a85_b10_c100_v1.col,1.5684
10,100,3.07746,0.0742,4538,4453,2,140.6,85,galaxy_a85_b10_c100_v2.col,1.9391
10,100,3.33155,0.0972,4667,4582,3,140.6,85,galaxy_a85_b10_c100_v3.col,0.6782
10,100,3.49275,0.1028,4702,4617,4,142.6,85,galaxy_a85_b10_c100_v4.col,1.7776
10,100,3.30171,0.0783,4660,4575,5,139.6,85,galaxy_a85_b10_c100_v5.col,1.1225
10,20,0.51603,0.078,1379,1294,1,97.4,85,galaxy_a85_b10_c20_v1.col,0.4
10,20,0.42788,0.0027,1357,1272,2,98.8,85,galaxy_a85_b10_c20_v2.col,1.5937
10,20,0.42943,0.0029,1361,1276,3,97.4,85,galaxy_a85_b10_c20_v3.col,1.4697
10,20,0.42605,0.0019,1337,1252,4,97.2,85,galaxy_a85_b10_c20_v4.col,0.7348
10,20,0.51961,0.0665,1394,1309,5,99.0,85,galaxy_a85_b10_c20_v5.col,0.6325
10,30,0.60707,0.0027,1764,1679,1,101.8,85,galaxy_a85_b10_c30_v1.col,0.4899
