a,b,N,p,M,v,tempo_melhor,heuristica_vencedora,melhor_chi,instancia
1000,5000,6000,70,3499096,3,77.8629,MinGrau,5980,bi_a1000_b5000_p70%_v3.col
1000,5000,6000,70,3500693,4,86.2049,MinGrau,5979,bi_a1000_b5000_p70%_v4.col
1000,5000,6000,70,3498764,5,106.0757,MinGrau,5980,bi_a1000_b5000_p70%_v5.col
1000,5000,6000,80,4000655,1,96.2618,MinGrau,5986,bi_a1000_b5000_p80%_v1.col
1000,5000,6000,80,3999833,2,128.294,MinGrau,5986,bi_a1000_b5000_p80%_v2.col
1000,5000,6000,80,3999921,3,101.7981,MinGrau,5986,bi_a1000_b5000_p80%_v3.col
1000,5000,6000,80,4000654,4,99.2707,MinGrau,5987,bi_a1000_b5000_p80%_v4.col
1000,5000,6000,80,3999169,5,103.2263,MinGrau,5986,bi_a1000_b5000_p80%_v5.col
1000,5000,6000,90,4499372,1,115.6293,MaxGrau,5991,bi_a1000_b5000_p90%_v1.col
1000,5000,6000,90,4500342,2,112.5627,MaxGrau,5991,bi_a1000_b5000_p90%_v2.col
1000,5000,6000,90,4500007,3,121.5021,MinGrau,5990,bi_a1000_b5000_p90%_v3.col
1000,5000,6000,90,4499718,4,117.3646,MinGrau,5992,bi_a1000_b5000_p90%_v4.col
1000,5000,6000,90,4500254,5,130.8011,MinGrau,5991,bi_a1000_b5000_p90%_v5.col
5000,5000,10000,1,249107,1,0.6803,MaxGrau,1541,bi_a5000_b5000_p01%_v1.col
5000,5000,10000,1,250308,2,0.6866,MaxGrau,1541,bi_a5000_b5000_p01%_v2.col
5000,5000,10000,1,250487,3,0.6968,MaxGrau,1550,bi_a5000_b5000_p01%_v3.col
5000,5000,10000,1,249393,4,0.6799,MaxGrau,1534,bi_a5000_b5000_p01%_v4.col
5000,5000,10000,1,250007,5,0.6997,MaxGrau,1546,bi_a5000_b5000_p01%_v5.col
5000,5000,10000,3,750569,1,2.1317,MaxGrau,4269,bi_a5000_b5000_p03%_v1.col
5000,5000,10000,3,750714,2,2.0797,MaxGrau,4263,bi_a5000_b5000_p03%_v2.col
5000,5000,10000,3,750425,3,2.1536,MaxGrau,4262,bi_a5000_b5000_p03%_v3.col
5000,5000,10000,3,749582,4,2.0583,MaxGrau,4276,bi_a5000_b5000_p03%_v4.col
5000,5000,10000,3,751180,5,2.1109,MaxGrau,4282,bi_a5000_b5000_p03%_v5.col
5000,5000,10000,5,1250186,1,10.6724,Satur,6352,bi_a5000_b5000_p05%_v1.col
5000,5000,10000,5,1251003,2,7.935,MaxGrau,6396,bi_a5000_b5000_p05%_v2.col
5000,5000,10000,5,1248840,3,8.2295,MaxGrau,6367,bi_a5000_b5000_p05%_v3.col
5000,5000,10000,5,1249828,4,10.5968,Satur,6369,bi_a5000_b5000_p05%_v4.col
5000,5000,10000,5,1250396,5,8.2742,MaxGrau,6385,bi_a5000_b5000_p05%_v5.col
5000,5000,10000,10,2502040,1,34.0983,MinGrau,8782,bi_a5000_b5000_p10%_v1.col
5000,5000,10000,10,2501047,2,35.5845,MinGrau,8780,bi_a5000_b5000_p10%_v2.col
5000,5000,10000,10,2500938,3,35.9506,MinGrau,8787,bi_a5000_b5000_p10%_v3.col
5000,5000,10000,10,2501152,4,35.5169,MinGrau,8793,bi_a5000_b5000_p10%_v4.col
5000,5000,10000,10,2501623,5,37.14,MinGrau,8775,bi_a5000_b5000_p10%_v5.col
5000,5000,10000,20,4999981,1,108.3701,MinGrau,9649,bi_a5000_b5000_p20%_v1.col
5000,5000,10000,20,5000627,2,107.1586,MinGrau,9650,bi_a5000_b5000_p20%_v2.col
5000,5000,10000,20,5002791,3,109.7638,MinGrau,9649,bi_a5000_b5000_p20%_v3.col
5000,5000,10000,20,4999856,4,101.8617,MinGrau,9645,bi_a5000_b5000_p20%_v4.col
5000,5000,10000,20,4998998,5,105.8043,MinGrau,9656,bi_a5000_b5000_p20%_v5.col
5000,5000,10000,30,7499650,1,201.3008,MinGrau,9845,bi_a5000_b5000_p30%_v1.col
5000,5000,10000,30,7499408,2,189.8017,MinGrau,9842,bi_a5000_b5000_p30%_v2.col
5000,5000,10000,30,7500870,3,181.1252,MinGrau,9837,bi_a5000_b5000_p30%_v3.col
5000,5000,10000,30,7502177,4,195.7353,MinGrau,9843,bi_a5000_b5000_p30%_v4.col
5000,5000,10000,30,7498152,5,195.7917,MinGrau,9843,bi_a5000_b5000_p30%_v5.col
5000,5000,10000,40,10000230,1,296.4559,MinGrau,9911,bi_a5000_b5000_p40%_v1.col
5000,5000,10000,40,10000545,2,284.3881,MinGrau,9910,bi_a5000_b5000_p40%_v2.col
5000,5000,10000,40,10000950,3,315.3737,MinGrau,9913,bi_a5000_b5000_p40%_v3.col
5000,5000,10000,40,10003077,4,302.4259,MinGrau,9913,bi_a5000_b5000_p40%_v4.col
5000,5000,10000,40,9998576,5,273.0248,MinGrau,9910,bi_a5000_b5000_p40%_v5.col
5000,5000,10000,50,12503686,1,382.1565,MinGrau,9945,bi_a5000_b5000_p50%_v1.col
5000,5000,10000,50,12501117,2,374.6447,MinGrau,9947,bi_a5000_b5000_p50%_v2.col
5000,5000,10000,50,12499282,3,424.4547,MinGrau,9948,bi_a5000_b5000_p50%_v3.col
5000,5000,10000,50,12495975,4,381.6636,MinGrau,9943,bi_a5000_b5000_p50%_v4.col
5000,5000,10000,50,12500491,5,366.7462,MinGrau,9948,bi_a5000_b5000_p50%_v5.col
5000,5000,10000,60,14997264,1,571.7246,MinGrau,9963,bi_a5000_b5000_p60%_v1.col
5000,5000,10000,60,15002507,2,556.5369,MinGrau,9965,bi_a5000_b5000_p60%_v2.col
5000,5000,10000,60,14996581,3,509.7889,MinGrau,9965,bi_a5000_b5000_p60%_v3.col
5000,5000,10000,60,15000324,4,505.0555,MinGrau,9964,bi_a5000_b5000_p60%_v4.col
5000,5000,10000,60,14999407,5,559.987,MinGrau,9963,bi_a5000_b5000_p60%_v5.col
5000,5000,10000,70,17499501,1,658.0885,MinGrau,9976,bi_a5000_b5000_p70%_v1.col
5000,5000,10000,70,17499125,2,660.985,MinGrau,9975,bi_a5000_b5000_p70%_v2.col
5000,5000,10000,70,17496491,3,656.9261,MinGrau,9976,bi_a5000_b5000_p70%_v3.col
5000,5000,10000,70,17497511,4,686.0061,MinGrau,9977,bi_a5000_b5000_p70%_v4.col
5000,5000,10000,70,17497598,5,720.0027,MaxGrau,9977,bi_a5000_b5000_p70%_v5.col
5000,5000,10000,80,20001801,1,821.4637,MinGrau,9986,bi_a5000_b5000_p80%_v1.col
5000,5000,10000,80,19997365,2,837.7483,MaxGrau,9985,bi_a5000_b5000_p80%_v2.col
5000,5000,10000,80,20000954,3,796.1617,MaxGrau,9985,bi_a5000_b5000_p80%_v3.col
5000,5000,10000,80,19999956,4,848.6921,MinGrau,9985,bi_a5000_b5000_p80%_v4.col
5000,5000,10000,80,20000393,5,778.2526,MinGrau,9984,bi_a5000_b5000_p80%_v5.col
5000,5000,10000,90,22498697,1,973.5014,MaxGrau,9991,bi_a5000_b5000_p90%_v1.col
5000,5000,10000,90,22498983,2,948.8445,MinGrau,9989,bi_a5000_b5000_p90%_v2.col
5000,5000,10000,90,22497063,3,1070.6921,MinGrau,9990,bi_a5000_b5000_p90%_v3.col
5000,5000,10000,90,22500376,4,964.5733,MinGrau,9991,bi_a5000_b5000_p90%_v4.col
5000,5000,10000,90,22499986,5,2409.0514,MinGrau,9990,bi_a5000_b5000_p90%_v5.col
