N,p,n,M,v,mean_time,se_time,instancia,mean_chi,se_chi
1000,30,1000,149824,1,48.60472,0.02281,simples_n1000_p30%_v1.col,1000.0,0.0
1000,30,1000,149947,2,48.60721,0.07818,simples_n1000_p30%_v2.col,1000.0,0.0
1000,30,1000,149431,3,48.38644,0.04058,simples_n1000_p30%_v3.col,1000.0,0.0
1000,30,1000,149807,4,48.54543,0.03936,simples_n1000_p30%_v4.col,1000.0,0.0
1000,30,1000,149667,5,48.50724,0.13043,simples_n1000_p30%_v5.col,1000.0,0.0
1000,40,1000,199724,1,84.99191,0.03717,simples_n1000_p40%_v1.col,1000.0,0.0
1000,40,1000,199519,2,84.6573,0.0873,simples_n1000_p40%_v2.col,1000.0,0.0
1000,40,1000,199351,3,84.99238,0.11845,simples_n1000_p40%_v3.col,1000.0,0.0
1000,40,1000,199889,4,84.91858,0.12211,simples_n1000_p40%_v4.col,1000.0,0.0
1000,40,1000,199704,5,85.13241,0.1022,simples_n1000_p40%_v5.col,1000.0,0.0
1000,50,1000,249890,1,130.9139,0.1553,simples_n1000_p50%_v1.col,1000.0,0.0
1000,50,1000,249852,2,131.52257,0.12366,simples_n1000_p50%_v2.col,1000.0,0.0
1000,50,1000,249634,3,131.0925,0.11358,simples_n1000_p50%_v3.col,1000.0,0.0
1000,50,1000,250057,4,132.28943,0.11007,simples_n1000_p50%_v4.col,1000.0,0.0
1000,50,1000,249847,5,128.98694,1.59835,simples_n1000_p50%_v5.col,1000.0,0.0
1000,60,1000,299535,1,177.57142,0.11783,simples_n1000_p60%_v1.col,1000.0,0.0
1000,60,1000,300172,2,178.4504,0.15455,simples_n1000_p60%_v2.col,1000.0,0.0
1000,60,1000,300038,3,188.77724,0.13961,simples_n1000_p60%_v3.col,1000.0,0.0
1000,60,1000,299442,4,178.16653,0.66105,simples_n1000_p60%_v4.col,1000.0,0.0
1000,60,1000,299127,5,177.23755,0.07433,simples_n1000_p60%_v5.col,1000.0,0.0
1000,70,1000,349750,1,260.67844,0.81598,simples_n1000_p70%_v1.col,1000.0,0.0
1000,70,1000,349819,2,260.37814,0.7379,simples_n1000_p70%_v2.col,1000.0,0.0
1000,70,1000,350170,3,261.02821,0.11967,simples_n1000_p70%_v3.col,1000.0,0.0
1000,70,1000,349548,4,258.36973,2.5101,simples_n1000_p70%_v4.col,1000.0,0.0
1000,70,1000,349995,5,247.75639,0.15256,simples_n1000_p70%_v5.col,1000.0,0.0
1000,80,1000,399441,1,320.30171,0.20304,simples_n1000_p80%_v1.col,1000.0,0.0
1000,80,1000,399599,2,319.90438,0.14159,simples_n1000_p80%_v2.col,1000.0,0.0
1000,80,1000,400003,3,320.83478,0.08762,simples_n1000_p80%_v3.col,1000.0,0.0
1000,80,1000,399849,4,337.80696,0.3444,simples_n1000_p80%_v4.col,1000.0,0.0
1000,80,1000,399695,5,338.9615,0.29103,simples_n1000_p80%_v5.col,1000.0,0.0
1000,90,1000,449228,1,403.17278,0.42569,simples_n1000_p90%_v1.col,1000.0,0.0
1000,90,1000,449678,2,388.57502,4.18369,simples_n1000_p90%_v2.col,1000.0,0.0
1000,90,1000,449857,3,401.1589,1.18303,simples_n1000_p90%_v3.col,1000.0,0.0
1000,90,1000,449445,4,382.25251,0.07338,simples_n1000_p90%_v4.col,1000.0,0.0
1000,90,1000,449707,5,383.05367,0.07243,simples_n1000_p90%_v5.col,1000.0,0.0
