N,p,n,M,v,mean_time,se_time,instancia,mean_chi,se_chi
3000,30,3000,1350395,5,2679.20239,3.86059,simples_n3000_p30%_v5.col,3000.0,0.0
3000,40,3000,1799234,1,4562.17039,29.66987,simples_n3000_p40%_v1.col,3000.0,0.0
3000,40,3000,1800084,2,4477.80615,0.6107,simples_n3000_p40%_v2.col,3000.0,0.0
3000,40,3000,1799395,3,4473.53161,0.62391,simples_n3000_p40%_v3.col,3000.0,0.0
3000,40,3000,1797080,4,4465.08369,0.35591,simples_n3000_p40%_v4.col,3000.0,0.0
3000,40,3000,1799744,5,4558.28766,35.91611,simples_n3000_p40%_v5.col,3000.0,0.0
3000,50,3000,2250310,1,7005.57536,37.27066,simples_n3000_p50%_v1.col,3000.0,0.0
3000,50,3000,2249563,2,6906.04251,50.94251,simples_n3000_p50%_v2.col,3000.0,0.0
3000,50,3000,2250330,3,6983.48772,54.51082,simples_n3000_p50%_v3.col,3000.0,0.0
3000,50,3000,2248311,4,6780.80356,6.6688,simples_n3000_p50%_v4.col,3000.0,0.0
3000,50,3000,2250243,5,6898.38817,44.90275,simples_n3000_p50%_v5.col,3000.0,0.0
3000,60,3000,2699506,1,9882.33338,47.06721,simples_n3000_p60%_v1.col,3000.0,0.0
3000,60,3000,2698238,2,9734.23409,72.6035,simples_n3000_p60%_v2.col,3000.0,0.0
3000,60,3000,2699134,3,9551.31546,0.7587,simples_n3000_p60%_v3.col,3000.0,0.0
3000,60,3000,2699824,4,9564.00355,52.09834,simples_n3000_p60%_v4.col,3000.0,0.0
3000,60,3000,2698636,5,9581.65118,1.18272,simples_n3000_p60%_v5.col,3000.0,0.0
3000,70,3000,3149546,1,12895.11167,1.75401,simples_n3000_p70%_v1.col,3000.0,0.0
3000,70,3000,3149810,2,12865.59283,22.90415,simples_n3000_p70%_v2.col,3000.0,0.0
3000,70,3000,3149199,3,12872.91115,14.55062,simples_n3000_p70%_v3.col,3000.0,0.0
3000,70,3000,3150707,4,12898.73651,1.54657,simples_n3000_p70%_v4.col,3000.0,0.0
3000,70,3000,3149542,5,12895.59177,2.8133,simples_n3000_p70%_v5.col,3000.0,0.0
3000,80,3000,3598248,1,16171.51415,123.71436,simples_n3000_p80%_v1.col,3000.0,0.0
3000,80,3000,3598584,2,16048.65092,2.14877,simples_n3000_p80%_v2.col,3000.0,0.0
3000,80,3000,3599488,3,16042.24573,4.12831,simples_n3000_p80%_v3.col,3000.0,0.0
3000,80,3000,3598800,4,16046.71081,8.5403,simples_n3000_p80%_v4.col,3000.0,0.0
3000,80,3000,3598401,5,16044.88819,1.47661,simples_n3000_p80%_v5.col,3000.0,0.0
3000,90,3000,4047238,1,19952.82886,3.15196,simples_n3000_p90%_v1.col,3000.0,0.0
3000,90,3000,4049529,2,19966.05203,5.88123,simples_n3000_p90%_v2.col,3000.0,0.0
3000,90,3000,4048744,3,19967.9784,1.63904,simples_n3000_p90%_v3.col,3000.0,0.0
3000,90,3000,4048971,4,19978.35846,2.38861,simples_n3000_p90%_v4.col,3000.0,0.0
3000,90,3000,4049220,5,19978.77065,3.4552,simples_n3000_p90%_v5.col,3000.0,0.0
