chi_sat,M_real,tempo_max,chi_max,chi_min,v_config,p_config,tempo_sat,n_config,N_real,instancia,tempo_min
2500,1561941,33.763492,2500,2500,3,50,51.161926,2500,2500,simples_n2500_p50%_v3.col,37.170056
2500,1562459,38.246743,2500,2500,4,50,50.235038,2500,2500,simples_n2500_p50%_v4.col,41.600255
2500,1563389,42.470896,2500,2500,5,50,51.263212,2500,2500,simples_n2500_p50%_v5.col,46.021621
2500,1875671,49.392786,2500,2500,1,60,68.792049,2500,2500,simples_n2500_p60%_v1.col,54.881379
2500,1876217,54.951475,2500,2500,2,60,75.308385,2500,2500,simples_n2500_p60%_v2.col,55.150416
2500,1872582,57.042216,2500,2500,3,60,83.719465,2500,2500,simples_n2500_p60%_v3.col,58.696545
2500,1873774,56.09004,2500,2500,4,60,78.785061,2500,2500,simples_n2500_p60%_v4.col,63.060976
2500,1874925,64.88719,2500,2500,5,60,71.97751,2500,2500,simples_n2500_p60%_v5.col,55.513129
2500,2186543,87.723326,2500,2500,1,70,108.138023,2500,2500,simples_n2500_p70%_v1.col,77.68607
2500,2187736,84.751457,2500,2500,2,70,110.098501,2500,2500,simples_n2500_p70%_v2.col,80.750633
2500,2187632,83.364187,2500,2500,3,70,102.96201,2500,2500,simples_n2500_p70%_v3.col,86.172937
2500,2187635,80.704682,2500,2500,4,70,93.03516,2500,2500,simples_n2500_p70%_v4.col,86.55221
2500,2186381,79.473517,2500,2500,5,70,106.192286,2500,2500,simples_n2500_p70%_v5.col,82.708941
2500,2499347,113.933445,2500,2500,1,80,133.338518,2500,2500,simples_n2500_p80%_v1.col,103.171159
2500,2499155,113.36121,2500,2500,2,80,137.281101,2500,2500,simples_n2500_p80%_v2.col,106.546781
2500,2498226,104.555548,2500,2500,3,80,142.820052,2500,2500,simples_n2500_p80%_v3.col,104.625245
2500,2499771,112.756169,2500,2500,4,80,125.367426,2500,2500,simples_n2500_p80%_v4.col,108.228507
2500,2500364,102.365874,2500,2500,5,80,128.719897,2500,2500,simples_n2500_p80%_v5.col,104.300618
2500,2811005,121.540572,2500,2500,1,90,146.992966,2500,2500,simples_n2500_p90%_v1.col,128.294403
2500,2811134,122.939126,2500,2500,2,90,162.232507,2500,2500,simples_n2500_p90%_v2.col,143.818212
2500,2811342,126.312043,2500,2500,3,90,167.104845,2500,2500,simples_n2500_p90%_v3.col,127.048025
2500,2812292,128.979153,2500,2500,4,90,175.919106,2500,2500,simples_n2500_p90%_v4.col,125.886671
2500,2811342,139.885272,2500,2500,5,90,161.067738,2500,2500,simples_n2500_p90%_v5.col,132.399806
