instancia,a,b,c,v,N,M,mean_chi,se_chi,mean_time,se_time
galaxy_a55_b10_c30_v5.col,55,10,30,5,1102,1047,63.8,0.5831,8.08878,1.9658
galaxy_a55_b10_c40_v1.col,55,10,40,1,1455,1400,68.4,0.6782,10.99366,2.8652
galaxy_a55_b10_c40_v2.col,55,10,40,2,1494,1439,68.0,0.4472,14.30868,2.4387
galaxy_a55_b10_c40_v3.col,55,10,40,3,1404,1349,65.8,0.3742,9.48252,1.2007
galaxy_a55_b10_c40_v4.col,55,10,40,4,1498,1443,68.2,0.6633,8.72877,0.9386
galaxy_a55_b10_c40_v5.col,55,10,40,5,1446,1391,66.0,0.0,13.0719,2.5341
galaxy_a55_b10_c50_v1.col,55,10,50,1,1618,1563,68.0,0.3162,18.81126,4.235
galaxy_a55_b10_c50_v2.col,55,10,50,2,1976,1921,74.8,0.3742,28.24272,5.6252
galaxy_a55_b10_c50_v3.col,55,10,50,3,1661,1606,68.4,0.6782,14.31247,1.7724
galaxy_a55_b10_c50_v4.col,55,10,50,4,1733,1678,69.0,0.5477,18.74584,2.5067
galaxy_a55_b10_c50_v5.col,55,10,50,5,1798,1743,71.0,0.5477,14.37365,2.6775
galaxy_a55_b10_c60_v1.col,55,10,60,1,2028,1973,74.2,1.1576,28.06469,3.4302
galaxy_a55_b10_c60_v2.col,55,10,60,2,1905,1850,71.4,0.5099,28.89509,5.6815
galaxy_a55_b10_c60_v3.col,55,10,60,3,1938,1883,71.0,0.4472,17.95991,4.4102
galaxy_a55_b10_c60_v4.col,55,10,60,4,2299,2244,83.0,0.3162,24.4152,5.097
galaxy_a55_b10_c60_v5.col,55,10,60,5,1836,1781,69.8,0.5831,15.92102,1.1334
galaxy_a55_b10_c70_v1.col,55,10,70,1,1987,1932,72.2,0.3742,34.39919,9.8618
galaxy_a55_b10_c70_v2.col,55,10,70,2,2107,2052,74.4,0.7483,31.05518,4.3043
galaxy_a55_b10_c70_v3.col,55,10,70,3,2553,2498,84.6,1.2884,35.66098,4.2998
galaxy_a55_b10_c70_v4.col,55,10,70,4,2152,2097,76.6,0.6782,37.65155,5.9475
galaxy_a55_b10_c70_v5.col,55,10,70,5,2260,2205,79.2,0.8602,27.06906,4.1539
galaxy_a55_b10_c80_v1.col,55,10,80,1,2705,2650,89.6,0.6,33.39622,3.9365
galaxy_a55_b10_c80_v2.col,55,10,80,2,2820,2765,92.6,0.5099,49.95994,12.0114
galaxy_a55_b10_c80_v3.col,55,10,80,3,2714,2659,88.2,0.8,58.64077,8.4764
galaxy_a55_b10_c80_v4.col,55,10,80,4,2407,2352,83.0,0.3162,22.17803,2.712
galaxy_a55_b10_c80_v5.col,55,10,80,5,2663,2608,87.8,0.9695,43.07584,10.7529
galaxy_a55_b10_c90_v1.col,55,10,90,1,2859,2804,93.4,0.4,49.79726,17.264
galaxy_a55_b10_c90_v2.col,55,10,90,2,2907,2852,95.2,0.9695,27.80871,4.2896
galaxy_a55_b10_c90_v3.col,55,10,90,3,3004,2949,95.0,0.9487,33.33987,4.5878
galaxy_a55_b10_c90_v4.col,55,10,90,4,2937,2882,94.0,0.7746,57.35938,9.773
galaxy_a55_b10_c90_v5.col,55,10,90,5,2814,2759,92.2,0.9695,41.56055,6.5971
galaxy_a60_b10_c100_v1.col,60,10,100,1,3200,3140,101.0,0.5477,43.24427,12.7723
galaxy_a60_b10_c100_v2.col,60,10,100,2,3438,3378,103.8,0.6633,64.14062,10.7595
galaxy_a60_b10_c100_v3.col,60,10,100,3,3252,3192,99.4,0.2449,25.16151,2.5077
galaxy_a60_b10_c100_v4.col,60,10,100,4,3296,3236,102.2,0.2,45.56317,7.9142
galaxy_a60_b10_c100_v5.col,60,10,100,5,3338,3278,101.2,0.2,34.16388,9.706
galaxy_a60_b10_c20_v1.col,60,10,20,1,933,873,67.6,0.5099,7.97356,2.2232
galaxy_a60_b10_c20_v2.col,60,10,20,2,981,921,68.2,0.2,8.0948,0.9633
galaxy_a60_b10_c20_v3.col,60,10,20,3,932,872,67.8,0.3742,6.93933,0.528
galaxy_a60_b10_c20_v4.col,60,10,20,4,927,867,68.0,0.3162,7.33176,1.5098
galaxy_a60_b10_c20_v5.col,60,10,20,5,950,890,66.2,0.3742,9.44199,1.4005
galaxy_a60_b10_c30_v1.col,60,10,30,1,1318,1258,71.2,0.3742,11.04617,1.0398
galaxy_a60_b10_c30_v2.col,60,10,30,2,1350,1290,70.8,0.3742,10.76621,2.2811
galaxy_a60_b10_c30_v3.col,60,10,30,3,1229,1169,68.8,0.2,20.43813,6.6469
galaxy_a60_b10_c30_v4.col,60,10,30,4,1259,1199,69.6,0.2449,11.34568,2.1899
galaxy_a60_b10_c30_v5.col,60,10,30,5,1360,1300,70.4,0.2449,12.72437,2.4275
galaxy_a60_b10_c40_v1.col,60,10,40,1,1500,1440,71.8,0.4899,16.15009,4.7512
galaxy_a60_b10_c40_v2.col,60,10,40,2,1423,1363,70.6,0.4,9.25769,1.4484
galaxy_a60_b10_c40_v3.col,60,10,40,3,1643,1583,72.4,0.5099,15.71126,3.25
galaxy_a60_b10_c40_v4.col,60,10,40,4,1528,1468,71.2,0.8602,15.13434,5.1121
galaxy_a60_b10_c40_v5.col,60,10,40,5,1630,1570,75.0,0.5477,11.57034,2.2778
galaxy_a60_b10_c50_v1.col,60,10,50,1,1860,1800,73.2,0.7348,16.33342,1.8538
galaxy_a60_b10_c50_v2.col,60,10,50,2,1889,1829,75.8,0.6633,19.13094,1.5399
galaxy_a60_b10_c50_v3.col,60,10,50,3,1822,1762,73.6,0.5099,22.75669,3.7598
galaxy_a60_b10_c50_v4.col,60,10,50,4,1677,1617,71.0,0.3162,16.79158,2.7548
galaxy_a60_b10_c50_v5.col,60,10,50,5,1893,1833,74.0,0.6325,26.74051,6.2685
galaxy_a60_b10_c60_v1.col,60,10,60,1,2040,1980,78.0,0.7071,26.91597,4.5214
galaxy_a60_b10_c60_v2.col,60,10,60,2,2223,2163,80.8,0.5831,30.52424,5.9911
galaxy_a60_b10_c60_v3.col,60,10,60,3,2131,2071,77.6,0.6,27.79512,5.2213
galaxy_a60_b10_c60_v4.col,60,10,60,4,2304,2244,81.2,0.5831,37.37741,7.3021
galaxy_a60_b10_c60_v5.col,60,10,60,5,2108,2048,79.2,0.4899,25.06685,4.3045
galaxy_a60_b10_c70_v1.col,60,10,70,1,2378,2318,81.0,0.4472,41.76407,7.069
galaxy_a60_b10_c70_v2.col,60,10,70,2,2353,2293,79.0,0.6325,31.46038,3.9802
galaxy_a60_b10_c70_v3.col,60,10,70,3,2523,2463,85.2,1.3191,48.71362,16.2027
galaxy_a60_b10_c70_v4.col,60,10,70,4,2332,2272,78.8,1.1136,37.77905,14.2488
galaxy_a60_b10_c70_v5.col,60,10,70,5,2296,2236,79.4,0.6782,28.34261,3.9583
galaxy_a60_b10_c80_v1.col,60,10,80,1,2764,2704,89.0,0.8367,38.57155,6.5068
galaxy_a60_b10_c80_v2.col,60,10,80,2,2788,2728,88.0,0.7071,37.78209,5.8508
galaxy_a60_b10_c80_v3.col,60,10,80,3,2856,2796,88.6,0.4,53.62037,15.7554
galaxy_a60_b10_c80_v4.col,60,10,80,4,2659,2599,84.4,0.6,73.59248,26.1646
galaxy_a60_b10_c80_v5.col,60,10,80,5,2656,2596,86.2,0.4899,43.8941,4.384
galaxy_a60_b10_c90_v1.col,60,10,90,1,3460,3400,101.4,0.2449,65.7965,5.5385
galaxy_a60_b10_c90_v2.col,60,10,90,2,3239,3179,97.0,1.5166,148.39173,42.2052
galaxy_a60_b10_c90_v3.col,60,10,90,3,3383,3323,101.2,0.7348,75.74616,5.5789
galaxy_a60_b10_c90_v4.col,60,10,90,4,2868,2808,91.0,0.8367,64.21891,15.7474
galaxy_a60_b10_c90_v5.col,60,10,90,5,2928,2868,93.4,0.5099,77.51347,23.4733
galaxy_a65_b10_c100_v1.col,65,10,100,1,3630,3565,103.0,0.6325,70.92816,10.282
galaxy_a65_b10_c100_v2.col,65,10,100,2,3413,3348,100.6,0.9274,52.79,4.685
galaxy_a65_b10_c100_v3.col,65,10,100,3,3875,3810,107.4,0.8124,98.22216,27.6943
galaxy_a65_b10_c100_v4.col,65,10,100,4,3532,3467,103.6,0.2449,55.46082,5.6613
galaxy_a65_b10_c100_v5.col,65,10,100,5,3413,3348,102.8,0.3742,88.0044,20.3809
galaxy_a65_b10_c20_v1.col,65,10,20,1,1068,1003,72.8,0.2,5.30229,0.4591
galaxy_a65_b10_c20_v2.col,65,10,20,2,1061,996,72.8,0.2,11.12073,3.1577
galaxy_a65_b10_c20_v3.col,65,10,20,3,1097,1032,73.4,0.2449,12.18691,2.9091
galaxy_a65_b10_c20_v4.col,65,10,20,4,1024,959,72.4,0.2449,7.73916,0.7128
galaxy_a65_b10_c20_v5.col,65,10,20,5,1035,970,72.4,0.2449,8.29091,1.0388
galaxy_a65_b10_c30_v1.col,65,10,30,1,1405,1340,76.0,0.4472,8.83783,1.5501
galaxy_a65_b10_c30_v2.col,65,10,30,2,1415,1350,75.0,0.6325,18.41896,4.4176
galaxy_a65_b10_c30_v3.col,65,10,30,3,1376,1311,74.6,0.2449,8.13642,0.635
galaxy_a65_b10_c30_v4.col,65,10,30,4,1344,1279,74.4,0.5099,14.09178,5.4672
galaxy_a65_b10_c30_v5.col,65,10,30,5,1345,1280,74.8,0.2,12.29011,2.2117
galaxy_a65_b10_c40_v1.col,65,10,40,1,1730,1665,77.4,0.5099,12.86364,1.3346
galaxy_a65_b10_c40_v2.col,65,10,40,2,1588,1523,75.0,0.6325,18.80381,3.888
galaxy_a65_b10_c40_v3.col,65,10,40,3,1765,1700,78.0,0.4472,26.16669,8.559
galaxy_a65_b10_c40_v4.col,65,10,40,4,1694,1629,76.6,0.8124,21.24111,7.8126
galaxy_a65_b10_c40_v5.col,65,10,40,5,1570,1505,73.8,0.2,15.4314,1.8675
galaxy_a65_b10_c50_v1.col,65,10,50,1,2057,1992,80.2,0.6633,43.05183,7.2396
galaxy_a65_b10_c50_v2.col,65,10,50,2,2140,2075,79.6,0.9274,47.57659,12.5986
galaxy_a65_b10_c50_v3.col,65,10,50,3,1976,1911,78.2,0.3742,22.81716,4.9249
galaxy_a65_b10_c50_v4.col,65,10,50,4,2059,1994,78.0,0.5477,34.97331,9.8175
galaxy_a65_b10_c50_v5.col,65,10,50,5,2026,1961,77.8,0.6633,48.74867,11.2842
galaxy_a65_b10_c60_v1.col,65,10,60,1,2110,2045,76.8,0.6633,22.77984,4.9702
galaxy_a65_b10_c60_v2.col,65,10,60,2,2388,2323,83.6,0.9274,41.32453,5.9716
galaxy_a65_b10_c60_v3.col,65,10,60,3,2424,2359,84.8,1.1136,47.93141,11.3693
galaxy_a65_b10_c60_v4.col,65,10,60,4,2296,2231,81.8,0.8602,36.33642,7.8993
galaxy_a65_b10_c60_v5.col,65,10,60,5,2287,2222,81.0,0.8367,38.30573,7.7282
galaxy_a65_b10_c70_v1.col,65,10,70,1,2765,2700,87.6,0.9274,73.23856,18.012
galaxy_a65_b10_c70_v2.col,65,10,70,2,2417,2352,81.2,0.3742,54.4186,14.9863
galaxy_a65_b10_c70_v3.col,65,10,70,3,2809,2744,87.4,0.8124,81.55962,23.3574
galaxy_a65_b10_c70_v4.col,65,10,70,4,2623,2558,84.4,0.9274,43.24512,6.5602
galaxy_a65_b10_c70_v5.col,65,10,70,5,3024,2959,94.0,1.1402,57.88054,11.4288
galaxy_a65_b10_c80_v1.col,65,10,80,1,2853,2788,89.2,0.8602,43.75905,7.9229
galaxy_a65_b10_c80_v2.col,65,10,80,2,2836,2771,88.8,0.5831,42.98097,4.5454
galaxy_a65_b10_c80_v3.col,65,10,80,3,2840,2775,89.2,0.8,40.88692,5.3011
galaxy_a65_b10_c80_v4.col,65,10,80,4,3132,3067,94.0,0.7071,88.06503,14.8918
galaxy_a65_b10_c80_v5.col,65,10,80,5,2836,2771,88.4,1.3266,65.07697,8.8119
galaxy_a65_b10_c90_v1.col,65,10,90,1,3668,3603,105.0,0.3162,74.65139,17.9959
galaxy_a65_b10_c90_v2.col,65,10,90,2,3254,3189,97.4,0.5099,121.07554,39.3123
galaxy_a65_b10_c90_v3.col,65,10,90,3,3505,3440,101.8,0.4899,81.07336,19.3232
galaxy_a65_b10_c90_v4.col,65,10,90,4,3490,3425,102.2,1.3191,83.85622,20.6381
galaxy_a65_b10_c90_v5.col,65,10,90,5,3256,3191,96.0,0.5477,50.8269,8.3056
galaxy_a70_b10_c100_v1.col,70,10,100,1,3701,3631,107.8,0.9695,48.62331,5.2365
galaxy_a70_b10_c100_v2.col,70,10,100,2,4044,3974,110.8,0.7348,95.41928,22.2516
galaxy_a70_b10_c100_v3.col,70,10,100,3,3719,3649,105.6,0.4,88.30919,23.5335
galaxy_a70_b10_c100_v4.col,70,10,100,4,3854,3784,107.0,0.8367,81.21788,15.8012
galaxy_a70_b10_c100_v5.col,70,10,100,5,4061,3991,111.2,1.0198,84.57063,8.6391
galaxy_a70_b10_c20_v1.col,70,10,20,1,1125,1055,77.6,0.2449,6.19666,0.6008
galaxy_a70_b10_c20_v2.col,70,10,20,2,1107,1037,77.4,0.2449,7.06037,0.7477
galaxy_a70_b10_c20_v3.col,70,10,20,3,1108,1038,78.2,0.2,7.68649,1.9582
galaxy_a70_b10_c20_v4.col,70,10,20,4,1111,1041,77.2,0.2,8.45799,1.3286
galaxy_a70_b10_c20_v5.col,70,10,20,5,1144,1074,79.0,0.3162,6.92972,1.5624
galaxy_a70_b10_c30_v1.col,70,10,30,1,1431,1361,80.2,0.4899,9.62154,1.9261
galaxy_a70_b10_c30_v2.col,70,10,30,2,1447,1377,79.8,0.3742,11.29743,1.7156
galaxy_a70_b10_c30_v3.col,70,10,30,3,1511,1441,79.8,0.2,11.43613,2.3212
galaxy_a70_b10_c30_v4.col,70,10,30,4,1430,1360,79.6,0.2449,8.94752,0.5377
galaxy_a70_b10_c30_v5.col,70,10,30,5,1597,1527,81.8,0.2,10.46688,1.25
galaxy_a70_b10_c40_v1.col,70,10,40,1,1724,1654,80.0,0.4472,18.15231,4.0633
galaxy_a70_b10_c40_v2.col,70,10,40,2,1822,1752,80.8,0.3742,16.73315,4.0249
galaxy_a70_b10_c40_v3.col,70,10,40,3,1972,1902,85.0,0.5477,26.64972,12.8628
galaxy_a70_b10_c40_v4.col,70,10,40,4,1900,1830,82.4,0.2449,24.32778,7.6607
galaxy_a70_b10_c40_v5.col,70,10,40,5,1790,1720,81.4,0.6782,27.26436,9.792
galaxy_a70_b10_c50_v1.col,70,10,50,1,2186,2116,84.4,0.6782,36.80034,8.3951
galaxy_a70_b10_c50_v2.col,70,10,50,2,2118,2048,82.2,0.5831,19.47048,1.1086
galaxy_a70_b10_c50_v3.col,70,10,50,3,1950,1880,81.4,0.6782,16.04903,2.3886
galaxy_a70_b10_c50_v4.col,70,10,50,4,2236,2166,84.8,0.8602,27.29591,4.4794
galaxy_a70_b10_c50_v5.col,70,10,50,5,2087,2017,84.4,0.2449,32.34195,12.0067
galaxy_a70_b10_c60_v1.col,70,10,60,1,2450,2380,85.6,0.8718,46.32836,8.9788
galaxy_a70_b10_c60_v2.col,70,10,60,2,2485,2415,85.8,0.5831,36.02585,7.0953
galaxy_a70_b10_c60_v3.col,70,10,60,3,2495,2425,85.2,0.5831,38.91565,4.8079
galaxy_a70_b10_c60_v4.col,70,10,60,4,2622,2552,90.6,0.9274,35.28809,7.2344
galaxy_a70_b10_c60_v5.col,70,10,60,5,2679,2609,90.8,0.7348,39.35617,10.3629
galaxy_a70_b10_c70_v1.col,70,10,70,1,2896,2826,89.8,0.3742,75.87998,24.7023
galaxy_a70_b10_c70_v2.col,70,10,70,2,3109,3039,96.4,0.7483,106.31028,35.0157
galaxy_a70_b10_c70_v3.col,70,10,70,3,2943,2873,91.8,0.8,72.30878,13.5033
galaxy_a70_b10_c70_v4.col,70,10,70,4,2772,2702,89.0,0.8367,52.44124,10.1309
galaxy_a70_b10_c70_v5.col,70,10,70,5,3027,2957,96.2,0.7348,74.71709,22.9108
galaxy_a70_b10_c80_v1.col,70,10,80,1,3060,2990,90.6,0.6782,43.79605,7.6138
galaxy_a70_b10_c80_v2.col,70,10,80,2,3192,3122,95.2,0.7348,52.00594,8.1307
galaxy_a70_b10_c80_v3.col,70,10,80,3,3374,3304,99.4,0.4,77.53861,21.3815
galaxy_a70_b10_c80_v4.col,70,10,80,4,3087,3017,93.0,0.3162,51.96342,12.4469
galaxy_a70_b10_c80_v5.col,70,10,80,5,3196,3126,97.0,0.8944,49.20881,9.3187
galaxy_a70_b10_c90_v1.col,70,10,90,1,3543,3473,100.8,0.9695,73.32725,10.9094
galaxy_a70_b10_c90_v2.col,70,10,90,2,3465,3395,99.4,0.6782,124.78034,46.1112
galaxy_a70_b10_c90_v3.col,70,10,90,3,3813,3743,105.4,0.9274,121.09402,34.2576
galaxy_a70_b10_c90_v4.col,70,10,90,4,3472,3402,100.8,1.1576,71.1844,14.3804
galaxy_a70_b10_c90_v5.col,70,10,90,5,3394,3324,95.8,0.7348,86.73159,22.3674
galaxy_a75_b10_c100_v1.col,75,10,100,1,4245,4170,110.8,0.3742,98.59779,8.5847
galaxy_a75_b10_c100_v2.col,75,10,100,2,4277,4202,113.6,2.1119,72.24264,9.2647
galaxy_a75_b10_c100_v3.col,75,10,100,3,4619,4544,119.2,0.8,104.79003,23.4215
galaxy_a75_b10_c100_v4.col,75,10,100,4,4384,4309,114.2,0.5831,81.80358,13.5642
galaxy_a75_b10_c100_v5.col,75,10,100,5,3799,3724,106.0,0.5477,73.78814,5.0601
galaxy_a75_b10_c20_v1.col,75,10,20,1,1189,1114,83.0,0.3162,10.07542,1.7183
galaxy_a75_b10_c20_v2.col,75,10,20,2,1193,1118,82.8,0.3742,11.67976,2.106
galaxy_a75_b10_c20_v3.col,75,10,20,3,1166,1091,82.0,0.0,9.24712,1.6749
galaxy_a75_b10_c20_v4.col,75,10,20,4,1182,1107,82.4,0.2449,7.67278,0.9962
galaxy_a75_b10_c20_v5.col,75,10,20,5,1248,1173,83.0,0.3162,15.23116,1.83
galaxy_a75_b10_c30_v1.col,75,10,30,1,1513,1438,84.2,0.2,18.27465,4.7294
galaxy_a75_b10_c30_v2.col,75,10,30,2,1605,1530,84.0,0.3162,21.4076,4.9339
galaxy_a75_b10_c30_v3.col,75,10,30,3,1624,1549,84.4,0.2449,11.33114,2.0866
galaxy_a75_b10_c30_v4.col,75,10,30,4,1572,1497,84.2,0.3742,15.80241,2.2999
galaxy_a75_b10_c30_v5.col,75,10,30,5,1450,1375,83.8,0.5831,14.34594,2.746
galaxy_a75_b10_c40_v1.col,75,10,40,1,1975,1900,85.8,0.5831,21.87534,8.0177
galaxy_a75_b10_c40_v2.col,75,10,40,2,1946,1871,87.6,0.6,20.84892,6.3304
galaxy_a75_b10_c40_v3.col,75,10,40,3,2112,2037,89.2,0.4899,40.20895,16.7289
galaxy_a75_b10_c40_v4.col,75,10,40,4,1921,1846,85.8,0.7348,17.44921,2.9946
galaxy_a75_b10_c40_v5.col,75,10,40,5,1867,1792,85.4,0.8124,17.41742,2.7177
galaxy_a75_b10_c50_v1.col,75,10,50,1,2373,2298,91.6,0.9274,22.981,2.3353
galaxy_a75_b10_c50_v2.col,75,10,50,2,2354,2279,87.4,0.9798,32.0984,8.7066
galaxy_a75_b10_c50_v3.col,75,10,50,3,2310,2235,89.6,0.6,32.72989,6.2059
galaxy_a75_b10_c50_v4.col,75,10,50,4,2363,2288,88.2,0.8602,36.61659,2.9821
galaxy_a75_b10_c50_v5.col,75,10,50,5,2198,2123,85.6,0.4,31.13395,9.5089
galaxy_a75_b10_c60_v1.col,75,10,60,1,2853,2778,91.8,0.4899,110.06778,36.5742
galaxy_a75_b10_c60_v2.col,75,10,60,2,2777,2702,92.4,0.5099,64.75464,14.0627
galaxy_a75_b10_c60_v3.col,75,10,60,3,2802,2727,95.6,1.2083,44.83154,9.5351
galaxy_a75_b10_c60_v4.col,75,10,60,4,2724,2649,91.0,0.8367,45.26262,13.8552
galaxy_a75_b10_c60_v5.col,75,10,60,5,2744,2669,93.6,0.8124,53.64006,6.6111
galaxy_a75_b10_c70_v1.col,75,10,70,1,2975,2900,94.4,0.6782,87.79993,28.4646
galaxy_a75_b10_c70_v2.col,75,10,70,2,2935,2860,93.4,1.0296,35.72045,5.4835
galaxy_a75_b10_c70_v3.col,75,10,70,3,2939,2864,94.2,0.8,59.25797,5.0933
galaxy_a75_b10_c70_v4.col,75,10,70,4,3264,3189,98.6,0.8124,54.4683,15.4183
galaxy_a75_b10_c70_v5.col,75,10,70,5,3012,2937,94.8,1.241,51.04132,13.6177
galaxy_a75_b10_c80_v1.col,75,10,80,1,3322,3247,98.2,0.6633,108.65089,60.7295
galaxy_a75_b10_c80_v2.col,75,10,80,2,3626,3551,102.0,1.0488,72.83395,12.282
galaxy_a75_b10_c80_v3.col,75,10,80,3,3207,3132,96.0,1.9748,86.18121,22.8784
galaxy_a75_b10_c80_v4.col,75,10,80,4,3392,3317,98.8,0.9165,97.89726,17.7336
galaxy_a75_b10_c80_v5.col,75,10,80,5,3250,3175,95.6,0.2449,52.44861,5.5367
galaxy_a75_b10_c90_v1.col,75,10,90,1,3649,3574,103.4,0.9274,62.85073,7.9769
galaxy_a75_b10_c90_v2.col,75,10,90,2,3997,3922,110.2,1.4283,91.25152,22.5252
galaxy_a75_b10_c90_v3.col,75,10,90,3,3764,3689,105.8,1.3565,111.32782,36.9407
galaxy_a75_b10_c90_v4.col,75,10,90,4,3980,3905,106.0,0.6325,96.26359,23.8985
galaxy_a75_b10_c90_v5.col,75,10,90,5,3663,3588,103.0,1.2649,73.18353,14.4845
galaxy_a80_b10_c100_v1.col,80,10,100,1,4353,4273,112.8,1.1136,100.83583,17.9945
galaxy_a80_b10_c100_v2.col,80,10,100,2,4195,4115,111.8,0.7348,114.56369,18.9315
galaxy_a80_b10_c100_v3.col,80,10,100,3,4813,4733,119.4,1.631,138.54851,36.3158
galaxy_a80_b10_c100_v4.col,80,10,100,4,4467,4387,115.2,1.3928,98.83536,24.337
galaxy_a80_b10_c100_v5.col,80,10,100,5,4435,4355,114.4,0.9274,131.74759,18.0358
galaxy_a80_b10_c20_v1.col,80,10,20,1,1292,1212,87.0,0.3162,9.56487,1.9201
galaxy_a80_b10_c20_v2.col,80,10,20,2,1289,1209,87.6,0.2449,8.41582,0.9341
galaxy_a80_b10_c20_v3.col,80,10,20,3,1271,1191,87.4,0.2449,11.06914,1.2913
galaxy_a80_b10_c20_v4.col,80,10,20,4,1267,1187,87.6,0.4,14.81384,3.6204
galaxy_a80_b10_c20_v5.col,80,10,20,5,1301,1221,87.8,0.3742,10.2432,2.6662
galaxy_a80_b10_c30_v1.col,80,10,30,1,1644,1564,88.8,0.3742,15.56665,2.846
galaxy_a80_b10_c30_v2.col,80,10,30,2,1613,1533,88.6,0.4,17.52441,5.6889
galaxy_a80_b10_c30_v3.col,80,10,30,3,1784,1704,91.2,0.4899,19.10705,4.1688
galaxy_a80_b10_c30_v4.col,80,10,30,4,1721,1641,88.6,0.2449,25.22844,7.2364
galaxy_a80_b10_c30_v5.col,80,10,30,5,1559,1479,88.8,0.5831,8.25695,0.5841
galaxy_a80_b10_c40_v1.col,80,10,40,1,1982,1902,90.2,0.2,17.8852,1.5376
galaxy_a80_b10_c40_v2.col,80,10,40,2,2032,1952,90.4,0.4,28.40585,7.5398
galaxy_a80_b10_c40_v3.col,80,10,40,3,2174,2094,91.6,0.4,19.53109,3.5784
galaxy_a80_b10_c40_v4.col,80,10,40,4,1996,1916,90.6,0.6,17.60212,2.2568
galaxy_a80_b10_c40_v5.col,80,10,40,5,2127,2047,88.4,0.6782,31.61235,6.4584
galaxy_a80_b10_c50_v1.col,80,10,50,1,2440,2360,92.6,0.5099,37.25095,10.3178
galaxy_a80_b10_c50_v2.col,80,10,50,2,2445,2365,93.4,1.4353,36.32408,5.5171
galaxy_a80_b10_c50_v3.col,80,10,50,3,2337,2257,91.0,0.5477,32.69579,6.8606
galaxy_a80_b10_c50_v4.col,80,10,50,4,2431,2351,93.2,0.7348,29.04502,6.0446
galaxy_a80_b10_c50_v5.col,80,10,50,5,2502,2422,93.0,0.7746,28.69017,3.6531
galaxy_a80_b10_c60_v1.col,80,10,60,1,2804,2724,94.4,0.4,63.34889,17.7272
galaxy_a80_b10_c60_v2.col,80,10,60,2,2969,2889,98.4,1.4697,73.32075,13.8798
galaxy_a80_b10_c60_v3.col,80,10,60,3,2898,2818,98.2,0.9695,43.54227,6.2391
galaxy_a80_b10_c60_v4.col,80,10,60,4,2744,2664,94.4,1.4353,38.75656,6.2372
galaxy_a80_b10_c60_v5.col,80,10,60,5,2754,2674,93.2,0.7348,37.31829,8.0367
galaxy_a80_b10_c70_v1.col,80,10,70,1,3150,3070,99.0,1.0,55.87793,10.032
galaxy_a80_b10_c70_v2.col,80,10,70,2,3222,3142,99.2,1.2806,87.63473,29.0358
galaxy_a80_b10_c70_v3.col,80,10,70,3,3477,3397,102.2,1.3191,131.94909,40.0702
galaxy_a80_b10_c70_v4.col,80,10,70,4,3070,2990,97.6,0.6782,67.69726,13.0809
galaxy_a80_b10_c70_v5.col,80,10,70,5,2993,2913,94.6,0.8718,67.28394,18.0375
galaxy_a80_b10_c80_v1.col,80,10,80,1,3477,3397,99.4,1.0296,56.67328,9.4525
galaxy_a80_b10_c80_v2.col,80,10,80,2,3883,3803,107.2,1.4629,78.40612,6.0272
galaxy_a80_b10_c80_v3.col,80,10,80,3,3614,3534,103.4,0.6,82.69164,12.7368
galaxy_a80_b10_c80_v4.col,80,10,80,4,3783,3703,107.0,1.4832,74.6589,11.7625
galaxy_a80_b10_c80_v5.col,80,10,80,5,3664,3584,103.0,0.8944,81.65279,23.4193
galaxy_a80_b10_c90_v1.col,80,10,90,1,3822,3742,104.8,1.0198,83.77883,16.6298
galaxy_a80_b10_c90_v2.col,80,10,90,2,4144,4064,112.0,1.1402,131.54296,25.3589
galaxy_a80_b10_c90_v3.col,80,10,90,3,3855,3775,104.6,0.9274,93.1588,18.453
galaxy_a80_b10_c90_v4.col,80,10,90,4,4135,4055,111.8,1.0198,85.26367,22.1813
galaxy_a80_b10_c90_v5.col,80,10,90,5,4120,4040,110.0,1.0954,62.79515,10.8143
galaxy_a85_b10_c100_v1.col,85,10,100,1,5319,5234,128.4,0.5099,131.16252,26.8957
galaxy_a85_b10_c100_v2.col,85,10,100,2,4538,4453,115.4,0.9274,98.76022,10.7729
galaxy_a85_b10_c100_v3.col,85,10,100,3,4667,4582,120.4,1.7776,165.55233,25.1736
galaxy_a85_b10_c100_v4.col,85,10,100,4,4702,4617,116.2,1.1136,245.64068,27.9156
galaxy_a85_b10_c100_v5.col,85,10,100,5,4660,4575,118.8,1.4967,188.74115,108.2871
galaxy_a85_b10_c20_v1.col,85,10,20,1,1379,1294,92.4,0.2449,16.61302,2.5369
galaxy_a85_b10_c20_v2.col,85,10,20,2,1357,1272,92.4,0.2449,14.1747,5.0168
galaxy_a85_b10_c20_v3.col,85,10,20,3,1361,1276,92.0,0.4472,9.41279,2.0091
galaxy_a85_b10_c20_v4.col,85,10,20,4,1337,1252,92.0,0.0,18.35779,4.2765
galaxy_a85_b10_c20_v5.col,85,10,20,5,1394,1309,92.8,0.2,10.31382,0.9633
galaxy_a85_b10_c30_v1.col,85,10,30,1,1764,1679,94.2,0.2,17.27145,3.298
galaxy_a85_b10_c30_v2.col,85,10,30,2,1725,1640,93.8,0.3742,11.11274,1.2626
galaxy_a85_b10_c30_v3.col,85,10,30,3,1875,1790,95.0,0.4472,22.39453,8.8
galaxy_a85_b10_c30_v4.col,85,10,30,4,1957,1872,97.8,0.8,18.18707,4.5237
