instancia,a,b,c,v,N,M,mean_chi,se_chi,mean_time,se_time
galaxy_a85_b10_c30_v3.col,85,10,30,3,1875,1790,97.2,0.7348,1.81258,0.1964
galaxy_a85_b10_c30_v4.col,85,10,30,4,1957,1872,98.6,0.7483,2.1404,0.1727
galaxy_a85_b10_c30_v5.col,85,10,30,5,1839,1754,95.8,0.5831,1.95151,0.1755
galaxy_a85_b10_c40_v1.col,85,10,40,1,2298,2213,99.8,0.5831,3.01917,0.204
galaxy_a85_b10_c40_v2.col,85,10,40,2,2170,2085,98.4,0.7483,2.52621,0.2002
galaxy_a85_b10_c40_v3.col,85,10,40,3,2263,2178,100.2,1.6553,2.67639,0.3939
galaxy_a85_b10_c40_v4.col,85,10,40,4,2141,2056,98.0,0.7071,2.4388,0.2664
galaxy_a85_b10_c40_v5.col,85,10,40,5,2206,2121,98.8,1.1576,2.89998,0.0755
galaxy_a85_b10_c50_v1.col,85,10,50,1,2827,2742,104.0,1.1832,5.53888,0.5615
galaxy_a85_b10_c50_v2.col,85,10,50,2,2631,2546,103.4,1.0296,3.61729,0.3397
galaxy_a85_b10_c50_v3.col,85,10,50,3,2606,2521,102.6,1.7205,3.653,0.5654
galaxy_a85_b10_c50_v4.col,85,10,50,4,2537,2452,103.2,1.4967,2.7813,0.5033
galaxy_a85_b10_c50_v5.col,85,10,50,5,2640,2555,103.6,1.9131,3.3212,0.407
galaxy_a85_b10_c60_v1.col,85,10,60,1,3001,2916,101.8,1.772,6.04635,0.5282
galaxy_a85_b10_c60_v2.col,85,10,60,2,2822,2737,106.8,1.4629,3.70926,0.3056
galaxy_a85_b10_c60_v3.col,85,10,60,3,3082,2997,107.0,1.3784,5.67381,0.6386
galaxy_a85_b10_c60_v4.col,85,10,60,4,2732,2647,102.0,1.3784,4.78172,0.3724
galaxy_a85_b10_c60_v5.col,85,10,60,5,3145,3060,108.6,1.8055,5.39341,0.6497
galaxy_a85_b10_c70_v1.col,85,10,70,1,3352,3267,111.0,2.51,6.16199,0.8783
galaxy_a85_b10_c70_v2.col,85,10,70,2,3701,3616,113.2,2.0833,7.90883,0.8274
galaxy_a85_b10_c70_v3.col,85,10,70,3,3462,3377,111.2,1.3928,7.54928,0.5581
galaxy_a85_b10_c70_v4.col,85,10,70,4,3255,3170,106.6,1.4,7.39292,0.8723
galaxy_a85_b10_c70_v5.col,85,10,70,5,3369,3284,106.0,0.8944,8.23371,0.5132
galaxy_a85_b10_c80_v1.col,85,10,80,1,3938,3853,118.8,1.6553,8.47709,1.7464
galaxy_a85_b10_c80_v2.col,85,10,80,2,3701,3616,113.4,1.0296,7.4132,0.5812
galaxy_a85_b10_c80_v3.col,85,10,80,3,3980,3895,120.6,1.1662,7.61482,0.9978
galaxy_a85_b10_c80_v4.col,85,10,80,4,3527,3442,111.6,1.3266,5.4708,0.5309
galaxy_a85_b10_c80_v5.col,85,10,80,5,3854,3769,119.2,1.4629,6.4366,0.8075
galaxy_a85_b10_c90_v1.col,85,10,90,1,4342,4257,122.8,1.6553,12.18338,1.2913
galaxy_a85_b10_c90_v2.col,85,10,90,2,4351,4266,120.0,1.0488,11.23265,1.13
galaxy_a85_b10_c90_v3.col,85,10,90,3,4332,4247,121.6,1.6,10.21324,1.3392
galaxy_a85_b10_c90_v4.col,85,10,90,4,4144,4059,117.6,1.8055,11.51426,1.1537
galaxy_a85_b10_c90_v5.col,85,10,90,5,4502,4417,125.8,1.562,11.53853,1.1402
galaxy_a90_b10_c100_v1.col,90,10,100,1,5144,5054,134.6,1.5684,12.54219,1.5675
galaxy_a90_b10_c100_v2.col,90,10,100,2,5124,5034,131.2,0.7348,19.20734,1.0516
galaxy_a90_b10_c100_v3.col,90,10,100,3,4991,4901,130.8,0.7348,14.64973,1.7643
galaxy_a90_b10_c100_v4.col,90,10,100,4,5440,5350,137.4,1.631,18.22388,1.4788
galaxy_a90_b10_c100_v5.col,90,10,100,5,4867,4777,127.8,1.8815,13.96551,1.5845
galaxy_a90_b10_c20_v1.col,90,10,20,1,1466,1376,99.6,0.5099,1.13258,0.1022
galaxy_a90_b10_c20_v2.col,90,10,20,2,1437,1347,98.2,0.2,1.26969,0.176
galaxy_a90_b10_c20_v3.col,90,10,20,3,1406,1316,98.6,0.7483,1.01866,0.1214
galaxy_a90_b10_c20_v4.col,90,10,20,4,1456,1366,98.2,0.5831,1.20952,0.0289
galaxy_a90_b10_c20_v5.col,90,10,20,5,1404,1314,98.8,0.7348,1.08855,0.0923
galaxy_a90_b10_c30_v1.col,90,10,30,1,1929,1839,102.0,1.0954,2.0572,0.232
galaxy_a90_b10_c30_v2.col,90,10,30,2,1819,1729,100.2,0.5831,2.01582,0.2709
galaxy_a90_b10_c30_v3.col,90,10,30,3,1878,1788,100.8,0.8,2.13194,0.0721
galaxy_a90_b10_c30_v4.col,90,10,30,4,1855,1765,102.2,0.9695,1.59006,0.0945
galaxy_a90_b10_c30_v5.col,90,10,30,5,1780,1690,101.0,0.8367,1.82707,0.1613
galaxy_a90_b10_c40_v1.col,90,10,40,1,2516,2426,107.8,1.5297,3.38232,0.4542
galaxy_a90_b10_c40_v2.col,90,10,40,2,2374,2284,105.2,1.6852,2.95711,0.3296
galaxy_a90_b10_c40_v3.col,90,10,40,3,2356,2266,102.4,0.8124,4.0182,0.2356
galaxy_a90_b10_c40_v4.col,90,10,40,4,2422,2332,105.0,1.3038,3.26189,0.3669
galaxy_a90_b10_c40_v5.col,90,10,40,5,2460,2370,104.2,1.1576,3.73994,0.4204
galaxy_a90_b10_c50_v1.col,90,10,50,1,2972,2882,109.2,1.2,5.14617,0.3905
galaxy_a90_b10_c50_v2.col,90,10,50,2,2839,2749,110.2,0.8602,4.53511,0.4531
galaxy_a90_b10_c50_v3.col,90,10,50,3,2795,2705,104.8,0.7348,5.64564,0.3987
galaxy_a90_b10_c50_v4.col,90,10,50,4,2718,2628,108.0,1.6125,4.12576,0.498
galaxy_a90_b10_c50_v5.col,90,10,50,5,2730,2640,107.2,1.5937,3.83706,0.4546
galaxy_a90_b10_c60_v1.col,90,10,60,1,3107,3017,112.4,1.1225,6.00304,0.1522
galaxy_a90_b10_c60_v2.col,90,10,60,2,3206,3116,110.0,0.8944,6.87028,0.3562
galaxy_a90_b10_c60_v3.col,90,10,60,3,3170,3080,106.8,1.1136,5.7514,0.5844
galaxy_a90_b10_c60_v4.col,90,10,60,4,3167,3077,109.8,1.5297,6.4578,0.9062
galaxy_a90_b10_c60_v5.col,90,10,60,5,3204,3114,111.8,1.241,5.17982,0.9194
galaxy_a90_b10_c70_v1.col,90,10,70,1,3796,3706,117.0,1.0,8.26955,0.5587
galaxy_a90_b10_c70_v2.col,90,10,70,2,3563,3473,112.4,1.1225,7.26569,0.7822
galaxy_a90_b10_c70_v3.col,90,10,70,3,3862,3772,117.8,1.772,7.90567,1.0876
galaxy_a90_b10_c70_v4.col,90,10,70,4,3744,3654,114.6,1.7493,8.44903,1.0406
galaxy_a90_b10_c70_v5.col,90,10,70,5,3778,3688,115.4,1.9391,9.43311,1.179
galaxy_a90_b10_c80_v1.col,90,10,80,1,3939,3849,119.0,2.1448,9.11189,1.2691
galaxy_a90_b10_c80_v2.col,90,10,80,2,4010,3920,117.4,1.2884,9.82257,0.6576
galaxy_a90_b10_c80_v3.col,90,10,80,3,4075,3985,117.0,2.51,10.52998,0.7936
galaxy_a90_b10_c80_v4.col,90,10,80,4,4343,4253,124.6,1.9391,11.90731,1.1886
galaxy_a90_b10_c80_v5.col,90,10,80,5,4114,4024,121.2,1.241,10.08423,0.5673
galaxy_a90_b10_c90_v1.col,90,10,90,1,4650,4560,126.6,1.0296,14.16554,1.5715
galaxy_a90_b10_c90_v2.col,90,10,90,2,4555,4465,124.6,2.7129,12.54662,1.174
galaxy_a90_b10_c90_v3.col,90,10,90,3,4319,4229,122.4,2.502,11.33004,1.2924
galaxy_a90_b10_c90_v4.col,90,10,90,4,4459,4369,125.4,2.2935,11.76905,1.2052
galaxy_a90_b10_c90_v5.col,90,10,90,5,4944,4854,131.0,1.5811,13.49698,0.5339
galaxy_a95_b10_c100_v1.col,95,10,100,1,5439,5344,137.6,1.9391,14.73602,0.9447
galaxy_a95_b10_c100_v2.col,95,10,100,2,5431,5336,139.6,2.4,16.05824,1.4249
galaxy_a95_b10_c100_v3.col,95,10,100,3,5002,4907,130.6,1.4353,16.18779,0.8016
galaxy_a95_b10_c100_v4.col,95,10,100,4,5209,5114,134.0,2.5495,18.10895,2.4191
galaxy_a95_b10_c100_v5.col,95,10,100,5,5559,5464,138.2,2.9223,19.27083,2.3167
galaxy_a95_b10_c20_v1.col,95,10,20,1,1488,1393,104.0,0.7071,1.26956,0.1844
galaxy_a95_b10_c20_v2.col,95,10,20,2,1511,1416,103.4,0.6782,1.29746,0.235
galaxy_a95_b10_c20_v3.col,95,10,20,3,1595,1500,104.4,0.5099,1.59163,0.1625
galaxy_a95_b10_c20_v4.col,95,10,20,4,1501,1406,104.0,0.8944,1.214,0.0939
galaxy_a95_b10_c20_v5.col,95,10,20,5,1503,1408,103.6,0.2449,1.15269,0.0975
galaxy_a95_b10_c30_v1.col,95,10,30,1,1947,1852,105.6,0.5099,2.03313,0.1821
galaxy_a95_b10_c30_v2.col,95,10,30,2,1957,1862,106.8,0.9165,1.9738,0.2964
galaxy_a95_b10_c30_v3.col,95,10,30,3,2069,1974,109.2,1.5937,2.07303,0.2497
galaxy_a95_b10_c30_v4.col,95,10,30,4,1995,1900,104.6,0.9274,2.20603,0.1637
galaxy_a95_b10_c30_v5.col,95,10,30,5,1929,1834,107.2,0.8,2.05325,0.3037
galaxy_a95_b10_c40_v1.col,95,10,40,1,2588,2493,110.8,1.8276,3.79119,0.5162
galaxy_a95_b10_c40_v2.col,95,10,40,2,2630,2535,113.6,0.6782,3.36399,0.3837
galaxy_a95_b10_c40_v3.col,95,10,40,3,2515,2420,109.4,0.9274,3.92004,0.4047
galaxy_a95_b10_c40_v4.col,95,10,40,4,2684,2589,112.0,0.8367,4.34039,0.5404
galaxy_a95_b10_c40_v5.col,95,10,40,5,2521,2426,111.0,1.1402,3.22175,0.2367
galaxy_a95_b10_c50_v1.col,95,10,50,1,3073,2978,114.6,1.077,5.39777,0.6592
galaxy_a95_b10_c50_v2.col,95,10,50,2,2904,2809,112.4,1.077,4.41601,0.5323
galaxy_a95_b10_c50_v3.col,95,10,50,3,3040,2945,112.0,1.5166,5.21966,0.5618
galaxy_a95_b10_c50_v4.col,95,10,50,4,2771,2676,108.4,0.7483,3.89084,0.5586
galaxy_a95_b10_c50_v5.col,95,10,50,5,3102,3007,114.2,0.8602,5.13219,0.4514
galaxy_a95_b10_c60_v1.col,95,10,60,1,3501,3406,117.4,2.0149,6.07066,0.6529
galaxy_a95_b10_c60_v2.col,95,10,60,2,3263,3168,112.4,0.7483,7.27202,0.7182
galaxy_a95_b10_c60_v3.col,95,10,60,3,3480,3385,115.6,1.5033,7.35558,0.4545
galaxy_a95_b10_c60_v4.col,95,10,60,4,3765,3670,121.4,1.6,7.37997,1.017
galaxy_a95_b10_c60_v5.col,95,10,60,5,3333,3238,113.2,1.562,6.39481,0.462
galaxy_a95_b10_c70_v1.col,95,10,70,1,3744,3649,120.0,0.7071,7.68265,0.6787
galaxy_a95_b10_c70_v2.col,95,10,70,2,4008,3913,121.2,1.1576,8.80092,0.8444
galaxy_a95_b10_c70_v3.col,95,10,70,3,3926,3831,119.4,1.249,9.39233,0.7601
galaxy_a95_b10_c70_v4.col,95,10,70,4,3820,3725,117.8,1.4629,8.73796,0.9142
galaxy_a95_b10_c70_v5.col,95,10,70,5,3971,3876,123.8,1.562,9.01636,0.5553
galaxy_a95_b10_c80_v1.col,95,10,80,1,4388,4293,126.6,2.0396,9.6042,0.527
galaxy_a95_b10_c80_v2.col,95,10,80,2,4608,4513,126.2,1.8276,12.38937,0.4489
galaxy_a95_b10_c80_v3.col,95,10,80,3,4811,4716,134.6,0.9274,12.09782,1.5773
galaxy_a95_b10_c80_v4.col,95,10,80,4,4644,4549,132.0,1.4832,10.56184,0.3754
galaxy_a95_b10_c80_v5.col,95,10,80,5,4220,4125,123.4,2.1587,10.86935,1.209
galaxy_a95_b10_c90_v1.col,95,10,90,1,4894,4799,133.8,1.9339,10.76122,1.692
galaxy_a95_b10_c90_v2.col,95,10,90,2,4746,4651,128.2,1.7146,13.09333,1.6604
galaxy_a95_b10_c90_v3.col,95,10,90,3,4911,4816,131.0,2.3022,13.87583,0.5753
galaxy_a95_b10_c90_v4.col,95,10,90,4,4867,4772,128.0,1.2247,15.67925,0.6743
galaxy_a95_b10_c90_v5.col,95,10,90,5,4983,4888,132.2,1.1136,15.13171,0.8611
